county,totalamount
Lee,10130555.25
Lowndes,15681880.74
Monroe,7260782.95
Bolivar,1554738.63
Itawamba,1429777.88
Warren,2425490.5300000003
Montgomery,2876773.55
Leake,980761.34
Attala,1478362.73
Winston,70375195.77
Tishomingo,760199.19
Grenada,570805.1900000001
Sunflower,3811487.03
Statewide,1056498649.55
Sharkey,487341.19
Washington,3288496.8400000003
Union,738640.3999999999
Chickasaw,1346151.37
Noxubee,411197.2899999999
Choctaw,893602.8500000001
Yazoo,5092746.71
Oktibbeha,1831698.45
Webster,5504097.7
Leflore,1862792.1500000004
Calhoun,335272.19999999995
Humphreys,2719207.5399999996
Clay,789069.6
Neshoba,2116156.45
Carroll,712740.73
Tallahatchie,1726680.3299999998
Lincoln,1781133.03
Marion,17519439.789999995
Holmes,8693000.819999998
Pontotoc,2577780.9099999997
Perry,1000399.79
Lamar,5135978.890000001
Pearl River,106811324.78
Walthall,2738957.16
Prentiss,687404.12
Jones,42828284.85
Forrest,29256993.280000005
Hancock,542043179.1899999
Harrison,1147907673.16
George,3301831.61
Jackson,255715136.10999995
Marshall,2194471.3499999996
Benton,1176993.75
Coahoma,1849081.75
Panola,1577377.59
Tippah,2116447.47
Quitman,1756450.67
Tunica,581153.16
Tate,291978.18000000005
Pike,3254458.69
Copiah,1191129.84
Greene,17388828.93
Lafayette,1888597.2399999998
Clarke,2012685.25
Hinds,14602502.97
Rankin,5203994.800000001
Lauderdale,9930489.47
Newton,2934014.5500000003
Scott,1081628.0999999999
Madison,4338484.61
Kemper,623590.1799999999
Smith,1285774.3
Wayne,31830456.9
Jasper,11219592.740000002
Covington,4454966.58
Stone,34356600.49
Jefferson Davis,4504886.49
DeSoto,607497.7000000001
Amite,689345.9299999999
Franklin,166970.78
Adams,1436486.9099999997
Claiborne,2423116.54
Alcorn,3507905.4800000004
Issaquena,126906.40999999999
Jefferson,439218.67999999993
Lawrence,4027947.5700000003
Simpson,4731563.99
Wilkinson,2156306.61
Yalobusha,155520.8
nan,0.0
