county,totalamount
Braxton,273410.64
Cabell,955895.2
Wirt,32143.97
Wetzel,2430240.9299999997
Statewide,541086653.3699999
Calhoun,121218.63000000002
Gilmer,89394.21
Tyler,618765.1
Barbour,576173.24
Harrison,1744302.67
Kanawha,31407518.609999996
Marion,1160687.12
Monongalia,377026.5
Roane,2322918.98
Ritchie,97523.77
Randolph,1391550.85
Taylor,122760.56000000003
Mason,313636.47000000003
Lincoln,1302212.49
Preston,521511.63
Lewis,376905.72
Logan,3032712.4
Mercer,598307.21
McDowell,3916253.08
Boone,1191077.96
Wyoming,4241531.87
Raleigh,3441723.0199999996
Nicholas,28042689.259999994
Fayette,4623076.85
Doddridge,95721.22
Greenbrier,11942498.860000001
Clay,12696088.460000003
Wayne,265515.37
Mingo,11337187.69
Summers,611556.2
Hardy,329072.88
Hampshire,305375.44
Grant,219101.91999999998
Brooke,3058419.8900000006
Hancock,977509.66
Berkeley,393833.77
Jackson,212891.66000000003
Mineral,154021.38
Jefferson,531955.21
Marshall,5101892.36
Webster,3743969.98
Ohio,3919989.11
Upshur,150408.63999999998
Pocahontas,144785.13999999998
Tucker,398062.83
Putnam,454304.42999999993
Morgan,170975.80000000002
Pendleton,48880.81
Pleasants,70603.28
Wood,759918.46
Monroe,4313615.71
NaN,2335368.38
