county,totalamount
Los Angeles,165657949.75
San Bernardino,89543913.86
San Diego,91764219.77
Riverside,37734347.02
Orange,65444513.51000001
Ventura,71603141.64
Statewide,2312089567.93
Santa Barbara,70233497.75999999
San Luis Obispo,48135075.82
San Joaquin,8752404.32
Kern,8157622.21
Colusa,2050814.8
Butte,26902027.96
El Dorado,18249847.390000004
Humboldt,31544071.15
Sacramento,22060045.69
Nevada,4219011.32
Marin,20388941.57
Mendocino,26220672.109999996
Del Norte,23992866.549999997
Lake,27894242.92
Napa,41576950.900000006
Contra Costa,22006599.279999997
Lassen,2179658.97
Alameda,17600762.73
Amador,7748876.250000001
Alpine,699876.4
San Mateo,11066546.22
Placer,5205206.819999999
Plumas,2063275.54
Sierra,3368502.6
Trinity,4312684.790000001
Santa Cruz,63071840.830000006
Solano,15865375.35
Siskiyou,3696761.1999999997
Sutter,9046202.22
Sonoma,79854111.75000001
Yolo,3571988.19
Yuba,25397300.19
Santa Clara,23008865.729999997
Calaveras,16220376.170000002
Stanislaus,3269104.42
Merced,1840718.4199999997
Tuolumne,7113085.74
Madera,1314196.1600000001
Imperial,25003378.37
Inyo,304067.11
Mariposa,1537050.66
Kings,84569.33
Tulare,1403293.5699999998
Monterey,24936226.819999997
nan,0.0
NaN,175609.32
Shasta,19595517.560000002
Tehama,441535.02
Mono,391746.11
San Benito,1123990.39
Modoc,216558.15000000002
Glenn,735398.48
