county,totalamount
Beltrami,1893018.6100000003
Polk,5672952.34
St. Louis,20382064.200000003
Lake,2525033.12
Cook,1432522.1699999997
Itasca,1564447.57
Roseau,24232312.9
Statewide,89600738.07
Marshall,6897407.47
Cass,1314025.87
Kittson,4432523.5
Red Lake,659768.37
Pennington,529576.3200000001
Clay,16866797.14
Hubbard,874615.21
Aitkin,2615287.94
Becker,2258886.9800000004
Clearwater,1290801.78
Faribault,2469716.12
Mower,4382568.73
Fillmore,12084920.680000002
Freeborn,5126267.43
Dodge,1517596.19
Houston,17134136.81
Dakota,7969588.86
Mahnomen,1108308.13
Norman,9148449.7
Ramsey,5898166.600000001
Winona,6381711.079999999
Yellow Medicine,3673418.2800000007
Benton,633945.8400000001
Brown,3797797.53
Chippewa,1808471.96
Chisago,194850.22000000003
Big Stone,1299470.31
Carlton,6374579.2299999995
Carver,2190890.6399999997
Grant,1374633.98
Douglas,794438.7000000001
Kanabec,960820.44
Isanti,325272.73
Goodhue,3166270.07
Crow Wing,1035174.5900000001
Kandiyohi,253295.12999999998
Lac qui Parle,1599162.96
Meeker,1684200.75
Mille Lacs,426826.06999999995
McLeod,1205946.44
Le Sueur,1780707.3199999998
Lake of the Woods,2065173.47
Morrison,656576.9999999999
Pine,1362959.47
Otter Tail,1739999.3299999998
Nobles,9177255.710000003
Nicollet,2038463.1099999999
Pope,631022.7999999999
Redwood,3288550.53
Renville,2805996.14
Stevens,1176815.33
Stearns,1128792.8199999998
Swift,1646311.63
Sibley,4841437.96
Scott,4711771.59
Todd,857600.1299999999
Washington,2740843.99
Wright,2108713.09
Wabasha,2214379.4099999997
Wilkin,3681951.8899999997
Traverse,2116377.0599999996
Koochiching,988790.32
Martin,1602845.04
Steele,9047108.9
Lincoln,998912.7399999999
Olmsted,2385811.3000000003
Jackson,3276401.4399999995
Wadena,7590910.31
Cottonwood,1576023.06
Blue Earth,7475476.610000001
Lyon,2312948.21
Murray,2756470.55
Pipestone,1246701.28
Rice,3817212.62
Watonwan,1033341.44
Rock,3077766.09
Waseca,2872717.65
Hennepin,17693202.720000003
Anoka,106644.84999999999
