county,totalamount
Roosevelt,469122.04
Sheridan,197408.18
Statewide,23761272.619999997
Big Horn,889043.13
Missoula,760336.3300000001
Gallatin,323882.01
Glacier,148074.5
Pondera,502510.02999999997
Hill,1742729.7000000002
Toole,1240603.8599999999
Liberty,586054.85
Carter,3255935.1399999997
Rosebud,1769265.7799999998
Chouteau,310799.99
Custer,1600509.2699999998
Blaine,668917.77
Carbon,740916.8099999999
Dawson,1482190.43
Cascade,1214739.28
Broadwater,106044.09999999999
Park,666207.99
Valley,3132560.4899999998
Powder River,310451.7
Fallon,3736539.1199999996
Musselshell,3014925.4200000004
Flathead,331488.67000000004
Richland,298217.11
Yellowstone,10596409.819999998
Lewis and Clark,357016.19999999995
Golden Valley,1184497.3
Jefferson,343705.99
Phillips,227016.61
McCone,393759.92
Granite,53272.33
Wibaux,45766.13
Petroleum,2464400.0800000005
Powell,490676.65
Prairie,411533.19000000006
Ravalli,346118.97
Deer Lodge,301361.06
Meagher,65253.59
Sweet Grass,1570889.38
Fergus,4358524.18
Wheatland,311604.4
Daniels,295956.47
Judith Basin,1302059.3300000003
Garfield,196579.62
Madison,124694.96
Treasure,550116.87
Teton,38155.37
Stillwater,720779.38
Sanders,67028.22
Lake,438976.06
