county,totalamount
nan,0.0
Wayne,19616303.409999993
Halifax,6430775.1899999995
Northampton,1023193.6599999999
Carteret,103886781.15
Columbus,7733740.0600000005
Sampson,5006392.92
Greene,2583737.72
Bertie,4219825.46
Dare,38904281.92
Union,3601105.23
Hyde,7884736.57
Martin,2471097.08
Craven,50036053.76
Lee,3868970.91
Edgecombe,32183184.639999997
Durham,6605877.95
Brunswick,83638521.44
Franklin,724742.1299999999
Jones,3804018.92
Pitt,39754669.05
Pender,51292374.480000004
Beaufort,8294194.500000001
Bladen,8491147.06
Moore,6854715.5600000005
Duplin,10137307.85
Scotland,5984685.880000001
Wake,29491024.300000004
Harnett,4756818.63
Lenoir,52819538.11
Hertford,2615962.25
Statewide,642123999.69
Anson,2172541.71
Vance,1083580.2699999998
Wilson,11000928.04
Onslow,38135827.46
Hoke,1442920.1599999997
Orange,3850944.9599999995
Johnston,8156215.039999999
Gates,313949.01999999996
Pamlico,8621363.3
Robeson,39151000.260000005
Randolph,2308358.5800000005
Cumberland,42475213.08
Nash,29226114.979999997
Caswell,113725.2
Tyrrell,1154848.69
Chowan,5522409.120000001
Rockingham,522808.4
Washington,1372600.19
New Hanover,65260423.230000004
Warren,337565.33999999997
Guilford,10937507.3
Chatham,816769.0
Person,516518.03
Davidson,4160143.71
Montgomery,1521164.25
Stanly,1755165.5000000002
Pasquotank,4310028.25
Camden,176255.08000000002
Alamance,4490389.449999999
Perquimans,1227664.87
Richmond,815941.22
Granville,1025904.33
Currituck,2091793.4300000002
Mecklenburg,6913797.550000002
Cabarrus,1088725.68
Cleveland,1029688.19
Alexander,8053.66
Catawba,4374292.0
Burke,587656.4
Caldwell,435057.83999999997
Davie,246071.75
Rowan,2125181.02
McDowell,530028.76
Iredell,717475.21
Gaston,1951151.7099999997
Lincoln,635606.8899999999
Rutherford,560315.7000000001
Polk,877499.3400000001
Forsyth,2946353.5599999996
Stokes,29894.260000000002
Henderson,576795.2899999999
Haywood,3934570.7100000004
Buncombe,6795126.71
Transylvania,176088.0
Jackson,1650983.29
Yancey,413526.82
Watauga,2088885.1799999997
Avery,1053150.7599999998
Madison,690931.78
Mitchell,394102.73
Ashe,147413.06999999998
Macon,652284.84
Swain,29481.77
Alleghany,26635.95
NaN,11416835.76
Wilkes,22230.0
Yadkin,4271.46
Surry,122009.08
