county,totalamount
Jo Daviess,2315917.5500000003
Statewide,77553734.81
Mercer,5361681.75
Pike,3711571.09
Adams,9989953.620000001
Rock Island,4760196.859999999
Hancock,3065116.91
Whiteside,568375.62
Henderson,6577568.480000001
Carroll,769338.97
Calhoun,3891641.8299999996
Brown,188498.58
Alexander,3303708.87
Gallatin,750527.1300000001
Fulton,1405631.4400000002
Greene,1588161.4100000004
Effingham,116300.75
Edgar,535835.0
Fayette,231740.76
Clark,8325133.5
Cass,3078701.6799999997
Cumberland,423831.08
Douglas,858679.97
Hamilton,286533.62
Menard,323602.86
Mason,252086.4
Jasper,1504118.7399999995
Jackson,3528584.6000000006
Jersey,662037.7000000001
Macoupin,1606686.87
Moultrie,474714.22000000003
Lawrence,682885.72
Johnson,3820550.7600000002
Morgan,741862.0299999999
Sangamon,13172456.329999998
Randolph,804119.67
Shelby,597678.21
Wayne,411102.37
Scott,899857.99
Richland,210408.61000000007
Pope,540516.12
Saline,955665.39
Wabash,106308.32
Union,650520.55
Pulaski,1355459.2499999998
Schuyler,946331.76
La Salle,17736216.71
Putnam,646718.0099999999
Logan,319502.37
Bond,32589.86
Macon,1891825.33
Christian,895378.7000000001
De Witt,340895.07999999996
McLean,1560398.97
Madison,7687482.609999999
Monroe,797462.76
Montgomery,342930.72
Piatt,99046.95999999999
Woodford,770235.94
St. Clair,2178928.82
Cook,58518334.8
Kane,4473857.78
DeKalb,1201738.5099999998
Knox,1358119.2400000002
Warren,543191.0
Crawford,412127.1200000001
Coles,673995.5
Lake,10285740.43
Winnebago,4122068.09
Bureau,2819710.7899999996
Kendall,985064.1200000001
DuPage,9359646.26
Grundy,1759745.97
Will,5596253.91
Hardin,253968.59
Massac,2005657.79
Franklin,812426.2700000001
Williamson,3664775.3399999994
Stephenson,1527372.6199999999
Ogle,1325811.1
Boone,558413.12
Clay,25318.17
Henry,700747.93
Ford,218422.56
Lee,345869.01999999996
Livingston,563381.68
McDonough,1091857.97
Marshall,1318480.04
McHenry,4256159.91
Marion,337922.43
Peoria,4069121.55
Stark,638194.0099999999
Tazewell,1804047.87
Washington,17302.93
White,863290.27
Perry,87373.27
Champaign,349296.10000000003
Iroquois,223374.15000000002
Kankakee,446279.74
Vermilion,254044.36000000002
Edwards,9804.72
Clinton,3900.0
