county,totalamount
Brown,1008569.3199999998
Dearborn,1490782.82
Crawford,647420.9400000001
Washington,1101835.21
Sullivan,1549394.71
Martin,293798.94
Vigo,3784010.4800000004
Gibson,1728649.7300000002
Perry,1750108.8599999999
Owen,1722616.09
Pike,453687.96
Knox,1128175.27
Statewide,44715216.89
Dubois,1086691.74
Johnson,9673340.090000004
Jefferson,3563825.5200000005
Orange,933295.08
Franklin,400184.28
Vermillion,855324.23
Union,531691.1099999999
Jackson,1845606.18
Greene,1246592.0099999998
Posey,761211.96
Montgomery,591887.7600000001
Putnam,1029062.6400000001
Parke,793391.61
Ohio,1747073.1400000001
Switzerland,1680665.4900000002
Marion,8910909.24
Monroe,799437.02
Madison,3414378.87
Morgan,3670549.95
Carroll,637549.98
Adams,957234.36
Cass,844871.82
Allen,3237727.2700000005
Jay,519786.2799999999
Clay,1407864.68
Howard,1958971.7399999998
Wells,530255.79
Tippecanoe,718586.51
Tipton,378390.05
Fountain,240962.25999999998
Wabash,574625.47
Newton,938524.51
Jasper,3518697.5799999996
White,708378.04
Kosciusko,1036825.8200000001
Miami,485257.66000000003
Huntington,317210.62999999995
Warren,591019.87
Harrison,2374736.349999999
Spencer,616543.01
Benton,499985.8399999999
Clark,6801125.090000001
Floyd,4226045.13
Warrick,4409135.44
Scott,858361.3500000001
Daviess,716434.41
Delaware,4713817.22
Bartholomew,64726609.04000001
Henry,786165.72
Fayette,241731.49000000002
Clinton,324908.05
Grant,563431.0000000001
Boone,434763.75
Wayne,1729076.23
Starke,606616.3
Blackford,265873.23
Randolph,900044.6200000001
Lawrence,846310.4
Rush,528950.9800000001
Vanderburgh,5150320.54
Noble,435190.83999999997
Fulton,451993.52999999997
De Kalb,435976.32000000007
Elkhart,1976767.9700000002
Pulaski,354349.2
Marshall,658572.71
Hancock,716953.66
Hendricks,1077544.5199999998
Decatur,447251.74
Ripley,1493286.1600000001
Jennings,535325.69
Shelby,430458.14
La Porte,1422700.21
Lake,11063435.8
Porter,3043206.5599999996
Hamilton,1944461.5999999999
Lagrange,173151.30999999997
Steuben,169660.72
St. Joseph,1602520.46
Whitley,171211.76
