Table with column headers in row 3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
"Table 1: 2005 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 1.2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
00,0,US,United States,38231474,37934924,38528024,13.3,13.2,13.4,13360273,13217771,13502775,18.5,18.4,18.7,8765541,8662789,8868293,17,16.8,17.2,46242,46138,46346,4242948,4187205,4298691,21.3,21,21.5
01,0,AL,Alabama,749592,734673,764511,16.9,16.6,17.3,260919,252894,268944,24.3,23.6,25.1,172197,165523,178871,22.3,21.4,23.2,36936,36431,37441,83890,79692,88088,28.6,27.2,30
01,1,AL,Autauga County,5020,4134,5907,10.4,8.6,12.3,1828,1433,2223,14.7,11.5,17.9,1228,947,1509,13.4,10.3,16.4,45019,41396,48643,,,,,,
01,3,AL,Baldwin County,18249,15161,21337,11.4,9.5,13.3,6778,5525,8031,18.9,15.4,22.4,4260,3353,5167,16.2,12.8,19.7,42804,40201,45407,,,,,,
01,5,AL,Barbour County,5694,4720,6667,22.4,18.5,26.2,2035,1623,2447,31.5,25.1,37.9,1377,1084,1670,29.1,22.9,35.3,29534,27473,31594,,,,,,
01,7,AL,Bibb County,3364,2732,3997,16.6,13.5,19.8,1223,955,1492,24.2,18.9,29.6,802,614,990,21.7,16.6,26.7,34212,31739,36686,,,,,,
01,9,AL,Blount County,6248,5168,7328,11.4,9.4,13.3,2160,1717,2603,16.7,13.3,20.2,1509,1166,1852,15.9,12.3,19.5,40588,37786,43391,,,,,,
01,11,AL,Bullock County,3628,2904,4353,38.2,30.6,45.9,1189,921,1457,46.1,35.7,56.5,801,610,992,43.6,33.2,53.9,21728,19685,23772,,,,,,
01,13,AL,Butler County,4722,3824,5620,23.1,18.7,27.5,1655,1286,2023,33.1,25.7,40.5,1111,851,1371,30.9,23.7,38.1,28058,25561,30555,,,,,,
01,15,AL,Calhoun County,18450,16120,20779,16.9,14.7,19,5906,4859,6954,23.8,19.5,28,3912,3160,4664,22.2,17.9,26.5,35937,33701,38172,,,,,,
01,17,AL,Chambers County,5646,4641,6651,16.2,13.3,19.1,1948,1529,2366,23.5,18.4,28.6,1319,1009,1629,21.7,16.6,26.8,31538,28744,34332,,,,,,
01,19,AL,Cherokee County,3898,3164,4632,16.2,13.1,19.2,1307,1016,1597,25.5,19.9,31.2,894,677,1111,23.6,17.9,29.4,33858,30762,36954,,,,,,
01,21,AL,Chilton County,6627,5508,7746,16.1,13.4,18.8,2227,1777,2677,22.6,18,27.1,1531,1199,1863,21.3,16.7,26,36098,33271,38926,,,,,,
01,23,AL,Choctaw County,3567,2920,4214,24.4,20,28.8,1101,860,1341,31.8,24.8,38.7,725,553,897,28.5,21.8,35.3,27512,25388,29637,,,,,,
01,25,AL,Clarke County,5618,4692,6543,20.9,17.5,24.4,2146,1729,2562,30.4,24.5,36.4,1512,1184,1840,29.4,23,35.7,29531,26940,32122,,,,,,
01,27,AL,Clay County,2158,1742,2574,15.8,12.7,18.8,653,508,797,22,17.2,26.9,444,339,549,20.2,15.4,25,33512,31191,35832,,,,,,
01,29,AL,Cleburne County,2217,1792,2642,15.5,12.5,18.5,687,532,843,21.6,16.7,26.5,473,359,587,19.8,15,24.6,34287,31091,37483,,,,,,
01,31,AL,Coffee County,6747,5565,7928,15.1,12.5,17.7,2389,1908,2870,22.9,18.3,27.5,1646,1289,2003,21.7,17,26.4,37025,33983,40067,,,,,,
01,33,AL,Colbert County,8492,7024,9960,15.7,13,18.5,2769,2201,3337,23.5,18.7,28.3,1946,1513,2379,22,17.1,26.9,35590,32813,38367,,,,,,
01,35,AL,Conecuh County,3640,2969,4311,27.7,22.6,32.8,1220,953,1488,38.8,30.3,47.3,836,642,1030,36.4,28,44.8,24587,22364,26811,,,,,,
01,37,AL,Coosa County,2063,1667,2460,18.7,15.1,22.3,630,492,767,25.9,20.2,31.6,438,334,542,23.9,18.2,29.5,31142,28246,34039,,,,,,
01,39,AL,Covington County,6685,5506,7864,18.4,15.1,21.6,2160,1712,2608,26.5,21,32.1,1540,1196,1884,26,20.2,31.9,30847,28541,33153,,,,,,
01,41,AL,Crenshaw County,3177,2590,3764,23.5,19.2,27.8,1073,850,1295,34.3,27.2,41.5,699,542,856,31.3,24.2,38.3,29410,26741,32079,,,,,,
01,43,AL,Cullman County,11578,9858,13299,14.7,12.5,16.9,3525,2855,4195,19.8,16,23.5,2424,1906,2942,18.7,14.7,22.7,36693,34506,38881,,,,,,
01,45,AL,Dale County,7509,6274,8744,16,13.4,18.6,2988,2438,3538,23.5,19.2,27.9,2041,1624,2458,22.9,18.2,27.6,36422,34375,38469,,,,,,
01,47,AL,Dallas County,15247,13254,17240,34.9,30.3,39.4,5908,5007,6809,49.1,41.6,56.5,3644,2939,4349,43.4,35,51.8,24936,23148,26724,,,,,,
01,49,AL,DeKalb County,12847,10962,14733,19.4,16.6,22.3,3994,3237,4752,25,20.3,29.8,2720,2155,3285,24.1,19.1,29.1,31501,29187,33815,,,,,,
01,51,AL,Elmore County,8913,7483,10343,13.1,11,15.2,3474,2851,4097,19.9,16.4,23.5,2506,2044,2968,19.9,16.2,23.5,45474,42618,48329,,,,,,
01,53,AL,Escambia County,7729,6566,8891,22.2,18.9,25.5,2675,2181,3170,31,25.3,36.7,1703,1351,2055,27.6,21.9,33.3,30600,28440,32760,,,,,,
01,55,AL,Etowah County,15975,13838,18112,15.8,13.7,18,5327,4375,6279,23.2,19.1,27.4,3795,3039,4551,22.9,18.4,27.5,32973,31139,34808,,,,,,
01,57,AL,Fayette County,3185,2614,3757,17.9,14.7,21.1,1072,845,1298,27,21.3,32.6,759,587,931,26,20.1,31.8,31720,28883,34556,,,,,,
01,59,AL,Franklin County,5909,4966,6852,19.5,16.4,22.6,1858,1462,2253,26,20.5,31.5,1291,981,1601,25.6,19.5,31.8,29698,27110,32286,,,,,,
01,61,AL,Geneva County,5142,4156,6127,20.3,16.4,24.1,1701,1324,2078,30.6,23.9,37.4,1112,845,1379,27.5,20.9,34,29492,26777,32207,,,,,,
01,63,AL,Greene County,3244,2599,3889,33.9,27.2,40.7,1118,868,1367,43.7,33.9,53.4,745,567,923,39.9,30.4,49.5,22436,20383,24490,,,,,,
01,65,AL,Hale County,5133,4287,5979,30.4,25.4,35.4,2029,1656,2401,44.3,36.1,52.4,1324,1060,1588,38.7,31,46.4,27535,25059,30012,,,,,,
01,67,AL,Henry County,2881,2334,3428,17.6,14.2,20.9,944,735,1153,25.5,19.9,31.2,632,481,783,24.1,18.3,29.8,33191,30408,35975,,,,,,
01,69,AL,Houston County,13792,12183,15402,14.9,13.1,16.6,5072,4252,5893,22,18.5,25.6,3282,2660,3904,20.1,16.3,24,37947,35680,40213,,,,,,
01,71,AL,Jackson County,9932,8448,11416,18.8,16,21.6,3322,2723,3922,27.9,22.9,32.9,2039,1611,2467,23.4,18.5,28.3,32208,30341,34075,,,,,,
01,73,AL,Jefferson County,100709,90881,110538,15.7,14.2,17.3,37317,32843,41792,24.2,21.3,27.1,25205,21781,28629,23,19.9,26.2,41821,40337,43306,,,,,,
01,75,AL,Lamar County,2511,2017,3004,17,13.7,20.4,780,602,958,24.7,19.1,30.3,515,390,640,22.1,16.7,27.4,30373,27743,33003,,,,,,
01,77,AL,Lauderdale County,15862,13708,18017,18.5,16,21,5006,4142,5870,27.2,22.5,31.9,2947,2344,3550,21.9,17.4,26.3,33448,31652,35245,,,,,,
01,79,AL,Lawrence County,5477,4494,6460,16,13.1,18.8,1768,1394,2142,22,17.4,26.7,1245,962,1528,20.7,16,25.4,37871,35007,40736,,,,,,
