Table with column headers in row 3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
"Table 1: 2011 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 12.2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
00,0,US,United States,48452035,48217869,48686201,15.9,15.8,16,16386500,16262247,16510753,22.5,22.3,22.7,10976987,10882675,11071299,20.8,20.6,21,50502,50429,50575,5110087,5061357,5158817,25.8,25.6,26
01,0,AL,Alabama,896117,879174,913060,19.1,18.7,19.5,307310,298317,316303,27.6,26.8,28.4,209724,201714,217734,25.8,24.8,26.8,41427,40894,41960,94184,89925,98443,31.5,30.1,32.9
01,1,AL,Autauga County,8152,6836,9468,14.9,12.5,17.3,2999,2470,3528,21,17.3,24.7,2075,1677,2473,19.4,15.7,23.1,48863,44355,53371,,,,,,
01,3,AL,Baldwin County,24728,20610,28846,13.4,11.2,15.6,8611,6906,10316,20.5,16.4,24.6,5842,4578,7106,18.9,14.8,23,50144,46554,53734,,,,,,
01,5,AL,Barbour County,7051,5884,8218,29.5,24.6,34.4,2330,1932,2728,39.8,33,46.6,1558,1266,1850,37.2,30.2,44.2,30117,27484,32750,,,,,,
01,7,AL,Bibb County,4562,3600,5524,22.2,17.5,26.9,1499,1194,1804,30.5,24.3,36.7,1027,810,1244,28.2,22.2,34.2,37347,33774,40920,,,,,,
01,9,AL,Blount County,8505,6764,10246,14.9,11.9,17.9,3094,2403,3785,22.2,17.2,27.2,2211,1684,2738,21.3,16.2,26.4,41940,38358,45522,,,,,,
01,11,AL,Bullock County,2909,2221,3597,32.8,25.1,40.5,937,713,1161,41.1,31.3,50.9,632,472,792,40.7,30.4,51,26038,23340,28736,,,,,,
01,13,AL,Butler County,4902,4037,5767,24.1,19.8,28.4,1726,1371,2081,35.7,28.4,43,1178,909,1447,33.7,26,41.4,30489,27969,33009,,,,,,
01,15,AL,Calhoun County,23974,20930,27018,20.9,18.2,23.6,8419,7162,9676,31.8,27,36.6,6020,5143,6897,31.1,26.6,35.6,39060,36668,41452,,,,,,
01,17,AL,Chambers County,7923,6675,9171,23.7,20,27.4,2912,2451,3373,39.1,32.9,45.3,2095,1766,2424,37.8,31.9,43.7,33500,30578,36422,,,,,,
01,19,AL,Cherokee County,6127,5092,7162,23.8,19.8,27.8,1996,1622,2370,36.6,29.8,43.4,1362,1085,1639,32.9,26.2,39.6,34738,31588,37888,,,,,,
01,21,AL,Chilton County,7940,6305,9575,18.3,14.5,22.1,3048,2319,3777,28.4,21.6,35.2,2153,1607,2699,27.7,20.7,34.7,38833,35803,41863,,,,,,
01,23,AL,Choctaw County,3677,3118,4236,27.3,23.1,31.5,1072,883,1261,35.9,29.6,42.2,778,646,910,34,28.2,39.8,32940,29694,36186,,,,,,
01,25,AL,Clarke County,6686,5662,7710,26.3,22.3,30.3,2184,1798,2570,35.2,29,41.4,1462,1166,1758,30.6,24.4,36.8,32642,29383,35901,,,,,,
01,27,AL,Clay County,2545,1973,3117,18.7,14.5,22.9,874,667,1081,28.5,21.7,35.3,601,450,752,26.2,19.6,32.8,32454,29341,35567,,,,,,
01,29,AL,Cleburne County,2509,1920,3098,17.2,13.2,21.2,887,678,1096,25.9,19.8,32,620,466,774,24.4,18.3,30.5,39153,35364,42942,,,,,,
01,31,AL,Coffee County,8447,7202,9692,16.9,14.4,19.4,2897,2405,3389,24,19.9,28.1,2073,1703,2443,23.8,19.6,28,42173,39230,45116,,,,,,
01,33,AL,Colbert County,10098,8509,11687,18.7,15.8,21.6,3354,2730,3978,28.4,23.1,33.7,2273,1816,2730,26,20.8,31.2,37269,34117,40421,,,,,,
01,35,AL,Conecuh County,3635,2939,4331,27.9,22.6,33.2,1171,903,1439,40.3,31.1,49.5,819,619,1019,38.1,28.8,47.4,26914,24129,29699,,,,,,
01,37,AL,Coosa County,2700,2289,3111,25.5,21.6,29.4,793,647,939,35.6,29,42.2,530,420,640,31.2,24.7,37.7,34391,31142,37640,,,,,,
01,39,AL,Covington County,9074,7812,10336,24.2,20.8,27.6,2883,2383,3383,34.2,28.3,40.1,2149,1783,2515,34.6,28.7,40.5,32138,29735,34541,,,,,,
01,41,AL,Crenshaw County,2500,1886,3114,18.2,13.7,22.7,906,684,1128,27.9,21.1,34.7,629,468,790,26.4,19.6,33.2,34534,31261,37807,,,,,,
01,43,AL,Cullman County,14455,12204,16706,18.2,15.4,21,5070,4170,5970,27.9,22.9,32.9,3664,3015,4313,27.6,22.7,32.5,39395,36063,42727,,,,,,
01,45,AL,Dale County,9198,7491,10905,18.8,15.3,22.3,3342,2646,4038,27.5,21.8,33.2,2227,1725,2729,25.9,20.1,31.7,41568,37700,45436,,,,,,
01,47,AL,Dallas County,15303,13310,17296,35.7,31,40.4,5626,4826,6426,49.9,42.8,57,3583,2895,4271,44.2,35.7,52.7,25859,23718,28000,,,,,,
01,49,AL,DeKalb County,14331,11742,16920,20.3,16.6,24,5337,4188,6486,29.5,23.1,35.9,3835,2976,4694,29.2,22.7,35.7,35487,33112,37862,,,,,,
01,51,AL,Elmore County,10299,8444,12154,13.8,11.3,16.3,3796,3033,4559,20.7,16.5,24.9,2612,2038,3186,19.3,15.1,23.5,54866,51620,58112,,,,,,
01,53,AL,Escambia County,8893,7427,10359,25.5,21.3,29.7,2691,2131,3251,31.5,24.9,38.1,1823,1412,2234,29.4,22.8,36,32838,29935,35741,,,,,,
01,55,AL,Etowah County,21426,19142,23710,21,18.8,23.2,7144,6085,8203,30.4,25.9,34.9,5160,4378,5942,29.8,25.3,34.3,34927,32423,37431,,,,,,
01,57,AL,Fayette County,3815,3068,4562,22.5,18.1,26.9,1218,968,1468,32.9,26.2,39.6,826,638,1014,30.2,23.3,37.1,32648,29767,35529,,,,,,
01,59,AL,Franklin County,6292,4889,7695,19.9,15.5,24.3,2518,1922,3114,32.5,24.8,40.2,1696,1262,2130,30.7,22.8,38.6,33705,30641,36769,,,,,,
01,61,AL,Geneva County,6475,5403,7547,24.4,20.4,28.4,2475,2078,2872,42.3,35.5,49.1,1640,1335,1945,38.1,31,45.2,33835,30606,37064,,,,,,
01,63,AL,Greene County,3115,2491,3739,35.1,28.1,42.1,1012,805,1219,47.3,37.6,57,687,537,837,43.2,33.8,52.6,24738,22244,27232,,,,,,
01,65,AL,Hale County,4306,3556,5056,28.5,23.5,33.5,1515,1239,1791,41,33.5,48.5,1041,848,1234,37.4,30.5,44.3,31044,28366,33722,,,,,,
01,67,AL,Henry County,3207,2522,3892,18.7,14.7,22.7,1131,866,1396,29.2,22.4,36,769,578,960,26.5,19.9,33.1,39788,36506,43070,,,,,,
01,69,AL,Houston County,17697,16026,19368,17.5,15.8,19.2,7173,6275,8071,29.2,25.5,32.9,5029,4333,5725,28.1,24.2,32,40428,38492,42364,,,,,,
01,71,AL,Jackson County,9423,7836,11010,17.9,14.9,20.9,2920,2295,3545,25.1,19.7,30.5,2046,1572,2520,23.5,18.1,28.9,36746,34383,39109,,,,,,
01,73,AL,Jefferson County,120760,112455,129065,18.7,17.4,20,41570,37474,45666,27.2,24.5,29.9,28943,25858,32028,26.6,23.8,29.4,42053,41075,43031,,,,,,
01,75,AL,Lamar County,3109,2472,3746,22.1,17.6,26.6,988,769,1207,31.4,24.4,38.4,673,513,833,28.6,21.8,35.4,34731,31365,38097,,,,,,
01,77,AL,Lauderdale County,14889,12256,17522,16.4,13.5,19.3,4704,3673,5735,24,18.7,29.3,3116,2339,3893,21.6,16.2,27,40195,37535,42855,,,,,,
01,79,AL,Lawrence County,6073,4875,7271,18,14.5,21.5,2089,1669,2509,27.1,21.6,32.6,1428,1112,1744,25.1,19.5,30.7,38132,34830,41434,,,,,,
01,81,AL,Lee County,29809,26272,33346,21.4,18.9,23.9,6432,5030,7834,20.7,16.2,25.2,4355,3309,5401,19.3,14.7,23.9,42539,40406,44672,,,,,,
01,83,AL,Limestone County,11439,9517,13361,13.9,11.6,16.2,4213,3449,4977,21.1,17.3,24.9,2803,2206,3400,19.3,15.2,23.4,46760,44876,48644,,,,,,
01,85,AL,Lowndes County,2995,2381,3609,27.1,21.5,32.7,1074,820,1328,39.9,30.5,49.3,738,554,922,38,28.5,47.5,28043,25360,30726,,,,,,
01,87,AL,Macon County,5997,4687,7307,30.9,24.1,37.7,1741,1341,2141,43,33.1,52.9,1168,874,1462,39.2,29.3,49.1,27591,25215,29967,,,,,,
01,89,AL,Madison County,45732,40759,50705,13.8,12.3,15.3,15576,13365,17787,19.8,17,22.6,10581,8893,12269,18.3,15.4,21.2,55298,52345,58251,,,,,,
01,91,AL,Marengo County,5018,3935,6101,24.6,19.3,29.9,1673,1293,2053,33.9,26.2,41.6,1139,866,1412,30.8,23.4,38.2,31995,28795,35195,,,,,,
01,93,AL,Marion County,7615,6492,8738,25.6,21.8,29.4,2166,1738,2594,33.2,26.6,39.8,1453,1123,1783,29.9,23.1,36.7,30926,27950,33902,,,,,,
01,95,AL,Marshall County,17719,15173,20265,19.1,16.4,21.8,6470,5378,7562,27.9,23.2,32.6,4537,3698,5376,27.2,22.2,32.2,38876,36556,41196,,,,,,
01,97,AL,Mobile County,80070,72897,87243,19.7,17.9,21.5,30333,26863,33803,29.9,26.5,33.3,20251,17507,22995,27.7,24,31.4,41867,40209,43525,,,,,,
01,99,AL,Monroe County,6462,5433,7491,28.7,24.1,33.3,2343,1942,2744,41.6,34.5,48.7,1633,1338,1928,38.3,31.4,45.2,31072,28175,33969,,,,,,
01,101,AL,Montgomery County,51765,46103,57427,23.2,20.7,25.7,19250,16630,21870,33.9,29.3,38.5,12428,10295,14561,30.3,25.1,35.5,42962,40715,45209,,,,,,
01,103,AL,Morgan County,19790,16869,22711,16.8,14.3,19.3,7725,6485,8965,27.3,22.9,31.7,5501,4602,6400,26.5,22.2,30.8,43615,41546,45684,,,,,,
01,105,AL,Perry County,3177,2453,3901,33,25.5,40.5,1180,896,1464,47.3,35.9,58.7,824,613,1035,45,33.5,56.5,22175,19978,24372,,,,,,
01,107,AL,Pickens County,5039,4194,5884,26.5,22,31,1554,1233,1875,35.3,28,42.6,1001,767,1235,30.7,23.5,37.9,31079,28060,34098,,,,,,
01,109,AL,Pike County,7936,6717,9155,25.6,21.7,29.5,2181,1740,2622,33.5,26.7,40.3,1507,1182,1832,32.8,25.7,39.9,32345,30360,34330,,,,,,
01,111,AL,Randolph County,4939,4022,5856,22.1,18,26.2,1654,1283,2025,31.2,24.2,38.2,1159,884,1434,29,22.1,35.9,34517,31228,37806,,,,,,
01,113,AL,Russell County,10867,8788,12946,20.1,16.2,24,4042,3070,5014,30.2,22.9,37.5,2806,2090,3522,29.4,21.9,36.9,32632,30089,35175,,,,,,
01,115,AL,St. Clair County,14249,12155,16343,17.3,14.8,19.8,4963,4151,5775,25.2,21.1,29.3,3371,2763,3979,23.8,19.5,28.1,48040,43833,52247,,,,,,
01,117,AL,Shelby County,15743,12641,18845,8.1,6.5,9.7,5728,4437,7019,11.5,8.9,14.1,3609,2652,4566,9.8,7.2,12.4,66362,63934,68790,,,,,,
01,119,AL,Sumter County,4997,4128,5866,39.1,32.3,45.9,1296,1015,1577,45.5,35.6,55.4,897,694,1100,41.9,32.4,51.4,23531,21224,25838,,,,,,
01,121,AL,Talladega County,20569,18676,22462,26.2,23.8,28.6,6498,5668,7328,35.2,30.7,39.7,4039,3314,4764,29.6,24.3,34.9,33856,31308,36404,,,,,,
01,123,AL,Tallapoosa County,7725,6175,9275,18.8,15,22.6,2699,2147,3251,29.8,23.7,35.9,1776,1359,2193,27,20.7,33.3,37686,35064,40308,,,,,,
01,125,AL,Tuscaloosa County,37718,34040,41396,20.2,18.2,22.2,10967,9464,12470,26.6,23,30.2,7569,6391,8747,25.7,21.7,29.7,42086,39722,44450,,,,,,
01,127,AL,Walker County,14511,12553,16469,22.1,19.1,25.1,4354,3636,5072,29.7,24.8,34.6,2805,2246,3364,25.9,20.7,31.1,35423,33022,37824,,,,,,
01,129,AL,Washington County,3238,2536,3940,18.9,14.8,23,1171,898,1444,27.4,21,33.8,729,536,922,22.3,16.4,28.2,39203,35807,42599,,,,,,
01,131,AL,Wilcox County,4536,3680,5392,39.9,32.4,47.4,1538,1196,1880,51.2,39.8,62.6,1050,802,1298,44.8,34.2,55.4,20990,19276,22704,,,,,,
01,133,AL,Winston County,4754,3725,5783,19.8,15.5,24.1,1579,1198,1960,30.3,23,37.6,1110,831,1389,28.6,21.4,35.8,31018,28288,33748,,,,,,
02,0,AK,Alaska,76021,72599,79443,10.8,10.3,11.3,27192,25130,29254,14.7,13.6,15.8,17857,16000,19714,13.6,12.2,15,65699,64147,67251,8473,7472,9474,15.8,13.9,17.7
02,13,AK,Aleutians East Borough,562,453,671,17.8,14.4,21.2,63,48,78,17.5,13.3,21.7,41,30,52,16,11.8,20.2,51289,47291,55287,,,,,,
02,16,AK,Aleutians West Census Area,532,422,642,10.1,8,12.2,69,52,86,9.2,6.9,11.5,43,31,55,7.9,5.6,10.2,59362,53579,65145,,,,,,
02,20,AK,Anchorage Borough,24409,21428,27390,8.5,7.5,9.5,9122,7607,10637,12.2,10.2,14.2,6136,5021,7251,11.7,9.6,13.8,71237,68073,74401,,,,,,
02,50,AK,Bethel Census Area,4028,3361,4695,23.5,19.6,27.4,1885,1467,2303,30.3,23.6,37,1201,874,1528,27.5,20,35,43314,39954,46674,,,,,,
02,60,AK,Bristol Bay Borough,92,72,112,9.1,7.2,11,26,19,33,11.2,8.2,14.2,17,12,22,9.2,6.4,12,61905,55626,68184,,,,,,
02,68,AK,Denali Borough,107,82,132,5.8,4.4,7.2,32,23,41,7.9,5.8,10,20,14,26,6.6,4.6,8.6,68899,62469,75329,,,,,,
02,70,AK,Dillingham Census Area,1054,829,1279,21.3,16.8,25.8,438,327,549,27.4,20.4,34.4,276,195,357,24.6,17.3,31.9,46427,41723,51131,,,,,,
02,90,AK,Fairbanks North Star Borough,9045,7547,10543,9.5,7.9,11.1,2717,2108,3326,11,8.5,13.5,1729,1296,2162,10.3,7.7,12.9,64396,60499,68293,,,,,,
02,100,AK,Haines Borough,286,217,355,11.2,8.5,13.9,87,64,110,17.2,12.6,21.8,57,40,74,14.9,10.4,19.4,51350,46220,56480,,,,,,
02,105,AK,Hoonah-Angoon Census Area,390,300,480,18.5,14.2,22.8,104,76,132,24.6,18.1,31.1,69,49,89,23.2,16.5,29.9,40896,36784,45008,,,,,,
02,110,AK,Juneau Borough,2363,1809,2917,7.5,5.7,9.3,762,564,960,10.4,7.7,13.1,474,338,610,8.9,6.3,11.5,74219,68798,79640,,,,,,
02,122,AK,Kenai Peninsula Borough,5812,4734,6890,10.6,8.6,12.6,1810,1368,2252,13.9,10.5,17.3,1191,870,1512,12.6,9.2,16,60360,56570,64150,,,,,,
02,130,AK,Ketchikan Gateway Borough,1551,1258,1844,11.6,9.4,13.8,474,352,596,15.1,11.2,19,305,218,392,13.8,9.9,17.7,59092,53959,64225,,,,,,
02,150,AK,Kodiak Island Borough,1319,1079,1559,9.6,7.8,11.4,414,311,517,10.8,8.1,13.5,256,182,330,9.5,6.8,12.2,66935,61548,72322,,,,,,
02,164,AK,Lake and Peninsula Borough,272,209,335,16.4,12.6,20.2,106,77,135,22,16.1,27.9,69,48,90,20.2,14.1,26.3,47612,44403,50821,,,,,,
02,170,AK,Matanuska-Susitna Borough,10491,8795,12187,11.6,9.7,13.5,3767,2991,4543,14.7,11.7,17.7,2510,1955,3065,13.3,10.4,16.2,68999,64697,73301,,,,,,
02,180,AK,Nome Census Area,2542,2171,2913,26.4,22.6,30.2,1070,855,1285,32.2,25.7,38.7,695,530,860,30.5,23.3,37.7,44766,41245,48287,,,,,,
02,185,AK,North Slope Borough,1086,824,1348,11.5,8.7,14.3,321,237,405,14.1,10.4,17.8,202,143,261,13.2,9.4,17,73744,66696,80792,,,,,,
02,188,AK,Northwest Arctic Borough,1835,1562,2108,23.9,20.4,27.4,749,605,893,27.8,22.5,33.1,473,365,581,26.6,20.5,32.7,54680,50381,58979,,,,,,
02,195,AK,Petersburg Census Area,408,315,501,10.6,8.2,13,125,91,159,14.4,10.5,18.3,82,57,107,12.8,9,16.6,54434,48885,59983,,,,,,
02,198,AK,Prince of Wales-Hyder Census Area,980,765,1195,17.1,13.3,20.9,329,243,415,23.1,17.1,29.1,214,152,276,21.2,15,27.4,42649,38517,46781,,,,,,
02,220,AK,Sitka Borough,737,563,911,8.4,6.4,10.4,217,158,276,10.7,7.8,13.6,138,97,179,10,7,13,61956,56328,67584,,,,,,
02,230,AK,Skagway Municipality,43,33,53,4.6,3.5,5.7,13,9,17,9.4,6.8,12,9,6,12,10.2,7.2,13.2,61025,54791,67259,,,,,,
02,240,AK,Southeast Fairbanks Census Area,988,767,1209,13.9,10.8,17,363,269,457,19.6,14.5,24.7,234,167,301,17.4,12.4,22.4,55617,50699,60535,,,,,,
02,261,AK,Valdez-Cordova Census Area,900,704,1096,9.3,7.3,11.3,266,198,334,11.3,8.4,14.2,164,115,213,9.7,6.8,12.6,63887,57593,70181,,,,,,
02,270,AK,Wade Hampton Census Area,2570,2146,2994,33.6,28.1,39.1,1294,1009,1579,41.5,32.4,50.6,881,665,1097,40.5,30.6,50.4,33206,30885,35527,,,,,,
02,275,AK,Wrangell City and Borough,291,220,362,12.3,9.3,15.3,96,70,122,18.8,13.8,23.8,63,45,81,16.5,11.7,21.3,43120,39069,47171,,,,,,
02,282,AK,Yakutat Borough,83,63,103,12.8,9.8,15.8,26,19,33,17.1,12.5,21.7,17,12,22,15.6,10.9,20.3,47575,42656,52494,,,,,,
02,290,AK,Yukon-Koyukuk Census Area,1245,991,1499,22.1,17.6,26.6,445,335,555,28.7,21.6,35.8,291,210,372,26.4,19.1,33.7,33578,30314,36842,,,,,,
04,0,AZ,Arizona,1201376,1176529,1226223,19,18.6,19.4,434571,420527,448615,27.2,26.3,28.1,294963,282593,307333,25.7,24.6,26.8,46710,46173,47247,132554,125574,139534,29.9,28.3,31.5
04,1,AZ,Apache County,26096,23485,28707,36.5,32.8,40.2,9892,8512,11272,43.9,37.8,50,6558,5492,7624,40,33.5,46.5,30837,28620,33054,,,,,,
04,3,AZ,Cochise County,24723,21022,28424,19.6,16.7,22.5,9183,7482,10884,30.8,25.1,36.5,6183,4897,7469,29.3,23.2,35.4,41237,39049,43425,,,,,,
04,5,AZ,Coconino County,27316,24007,30625,21.6,19,24.2,8200,6820,9580,26.8,22.3,31.3,5749,4713,6785,26.5,21.7,31.3,45051,41968,48134,,,,,,
04,7,AZ,Gila County,13374,11516,15232,25.7,22.1,29.3,4184,3421,4947,37.7,30.8,44.6,2970,2394,3546,37.6,30.3,44.9,35898,33888,37908,,,,,,
