Table with column headers in row 3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
04,9,AZ,Graham County,8655,7093,10217,26,21.3,30.7,3186,2581,3791,31.1,25.2,37,2139,1677,2601,29.9,23.4,36.4,40548,37528,43568,,,,,,
04,11,AZ,Greenlee County,1187,955,1419,13.9,11.2,16.6,429,336,522,17.7,13.8,21.6,286,220,352,16.2,12.5,19.9,51145,46052,56238,,,,,,
04,12,AZ,La Paz County,4861,3769,5953,24.2,18.8,29.6,1370,1064,1676,37.7,29.3,46.1,913,690,1136,35.4,26.7,44.1,30679,27897,33461,,,,,,
04,13,AZ,Maricopa County,665193,642455,687931,17.4,16.8,18,248542,236352,260732,25.1,23.9,26.3,166477,157266,175688,23.4,22.1,24.7,50785,50105,51465,,,,,,
04,15,AZ,Mohave County,42986,37582,48390,21.7,19,24.4,14910,12608,17212,37.4,31.6,43.2,10260,8505,12015,35.4,29.3,41.5,35998,33453,38543,,,,,,
04,17,AZ,Navajo County,34011,30690,37332,32.4,29.2,35.6,13772,12182,15362,44.5,39.4,49.6,9431,8292,10570,42.2,37.1,47.3,32425,30262,34588,,,,,,
04,19,AZ,Pima County,197078,186134,208022,20.4,19.3,21.5,64733,59132,70334,29.4,26.9,31.9,44859,40895,48823,28.5,26,31,44102,42591,45613,,,,,,
04,21,AZ,Pinal County,61863,54768,68958,17.4,15.4,19.4,22458,18919,25997,22.9,19.3,26.5,16183,13553,18813,23.5,19.7,27.3,45170,42727,47613,,,,,,
04,23,AZ,Santa Cruz County,12445,10404,14486,26.2,21.9,30.5,4985,3918,6052,35.1,27.6,42.6,3471,2667,4275,33,25.4,40.6,35500,32250,38750,,,,,,
04,25,AZ,Yavapai County,38480,33251,43709,18.4,15.9,20.9,11099,9120,13078,28.9,23.7,34.1,7306,5797,8815,25.7,20.4,31,41437,38205,44669,,,,,,
04,27,AZ,Yuma County,43109,36808,49410,22.3,19,25.6,17630,14640,20620,32.1,26.7,37.5,12178,10032,14324,30.7,25.3,36.1,37894,35119,40669,,,,,,
05,0,AR,Arkansas,550079,538191,561967,19.3,18.9,19.7,194242,187760,200724,27.8,26.9,28.7,128194,122698,133690,25.5,24.4,26.6,38889,38167,39611,62668,59124,66212,32.6,30.8,34.4
05,1,AR,Arkansas County,3439,2696,4182,18.5,14.5,22.5,1229,937,1521,28.3,21.6,35,787,582,992,24.8,18.3,31.3,37922,34348,41496,,,,,,
05,3,AR,Ashley County,4263,3386,5140,19.8,15.7,23.9,1588,1213,1963,30.6,23.4,37.8,1096,817,1375,29.1,21.7,36.5,37170,33906,40434,,,,,,
05,5,AR,Baxter County,6898,5656,8140,16.8,13.8,19.8,2049,1587,2511,28.1,21.8,34.4,1411,1069,1753,26.2,19.8,32.6,33312,30471,36153,,,,,,
05,7,AR,Benton County,27279,22997,31561,12.1,10.2,14,11317,9264,13370,18.3,15,21.6,7117,5586,8648,16.1,12.6,19.6,52644,50343,54945,,,,,,
05,9,AR,Boone County,6172,4842,7502,16.9,13.3,20.5,2239,1725,2753,27.1,20.9,33.3,1511,1143,1879,24.7,18.7,30.7,38411,35590,41232,,,,,,
05,11,AR,Bradley County,2757,2149,3365,24.4,19,29.8,970,746,1194,36.1,27.8,44.4,652,490,814,34.7,26.1,43.3,31118,28301,33935,,,,,,
05,13,AR,Calhoun County,819,633,1005,16.5,12.7,20.3,223,169,277,22.4,17,27.8,150,111,189,20.1,14.8,25.4,35464,31946,38982,,,,,,
05,15,AR,Carroll County,5075,4073,6077,18.7,15,22.4,1799,1386,2212,29.8,23,36.6,1211,907,1515,27.2,20.4,34,33579,31121,36037,,,,,,
05,17,AR,Chicot County,3679,2971,4387,33.4,27,39.8,1279,1021,1537,48.2,38.5,57.9,883,696,1070,48,37.8,58.2,27966,25397,30535,,,,,,
05,19,AR,Clark County,4678,3741,5615,23.1,18.5,27.7,1304,1022,1586,30.3,23.8,36.8,859,654,1064,27.8,21.2,34.4,34478,31303,37653,,,,,,
05,21,AR,Clay County,3163,2503,3823,20.1,15.9,24.3,985,749,1221,28.9,22,35.8,677,504,850,26.4,19.7,33.1,32564,29323,35805,,,,,,
05,23,AR,Cleburne County,4130,3199,5061,16.2,12.6,19.8,1329,1017,1641,26.2,20.1,32.3,910,685,1135,24.3,18.3,30.3,42265,39084,45446,,,,,,
05,25,AR,Cleveland County,1441,1142,1740,16.7,13.2,20.2,521,402,640,24.6,19,30.2,350,265,435,22.4,17,27.8,41864,37844,45884,,,,,,
05,27,AR,Columbia County,6095,5168,7022,26.4,22.4,30.4,2013,1677,2349,37.3,31.1,43.5,1404,1164,1644,36.1,29.9,42.3,33533,30901,36165,,,,,,
05,29,AR,Conway County,4833,4101,5565,23,19.5,26.5,1516,1219,1813,30.8,24.8,36.8,1049,837,1261,29.5,23.5,35.5,37830,34230,41430,,,,,,
05,31,AR,Craighead County,19506,16825,22187,20.6,17.8,23.4,6819,5617,8021,28.3,23.3,33.3,4251,3297,5205,25.1,19.5,30.7,39410,35820,43000,,,,,,
05,33,AR,Crawford County,11000,8993,13007,18,14.7,21.3,4297,3417,5177,27.3,21.7,32.9,2910,2280,3540,24.8,19.4,30.2,37552,35155,39949,,,,,,
05,35,AR,Crittenden County,13270,11475,15065,26.6,23,30.2,5710,4824,6596,39.9,33.7,46.1,3970,3298,4642,38.7,32.1,45.3,34905,32206,37604,,,,,,
05,37,AR,Cross County,3361,2633,4089,19.2,15,23.4,1217,916,1518,28.3,21.3,35.3,827,606,1048,26,19,33,35268,31813,38723,,,,,,
05,39,AR,Dallas County,1644,1275,2013,21.5,16.7,26.3,586,440,732,34.3,25.8,42.8,398,292,504,32.4,23.8,41,30728,27781,33675,,,,,,
05,41,AR,Desha County,3495,2833,4157,27.6,22.4,32.8,1306,1034,1578,39.9,31.6,48.2,853,657,1049,36.6,28.2,45,30186,27249,33123,,,,,,
05,43,AR,Drew County,3995,3259,4731,22.6,18.4,26.8,1308,1048,1568,31.3,25.1,37.5,837,627,1047,27.9,20.9,34.9,35627,32197,39057,,,,,,
05,45,AR,Faulkner County,16424,14051,18797,14.7,12.6,16.8,4887,3880,5894,17.7,14.1,21.3,3187,2443,3931,16.2,12.4,20,49314,45598,53030,,,,,,
05,47,AR,Franklin County,3704,3028,4380,20.9,17.1,24.7,1212,937,1487,28.4,22,34.8,823,626,1020,26.6,20.2,33,38245,34394,42096,,,,,,
05,49,AR,Fulton County,2588,2032,3144,21.4,16.8,26,842,636,1048,33.5,25.3,41.7,554,405,703,30,21.9,38.1,33696,30695,36697,,,,,,
05,51,AR,Garland County,19897,17440,22354,20.9,18.3,23.5,6405,5289,7521,32.4,26.8,38,4022,3173,4871,28.4,22.4,34.4,35651,33060,38242,,,,,,
05,53,AR,Grant County,2041,1556,2526,11.5,8.8,14.2,782,593,971,18.3,13.9,22.7,527,390,664,16.6,12.3,20.9,46538,42134,50942,,,,,,
05,55,AR,Greene County,7306,5882,8730,17.4,14,20.8,2690,2075,3305,25.6,19.7,31.5,1797,1351,2243,23.5,17.7,29.3,37893,34648,41138,,,,,,
05,57,AR,Hempstead County,5495,4456,6534,24.7,20,29.4,2205,1777,2633,38,30.6,45.4,1430,1117,1743,35.2,27.5,42.9,30922,28071,33773,,,,,,
05,59,AR,Hot Spring County,6317,5184,7450,20.3,16.7,23.9,2163,1687,2639,30,23.4,36.6,1475,1124,1826,28.1,21.4,34.8,38082,34915,41249,,,,,,
