Table with column headers in rows 3 and 4,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
01,051,AL,Elmore County,10316,8462,12170,13.5,11.1,15.9,3689,2983,4395,20.2,16.3,24.1,2634,2114,3154,19.6,15.7,23.5,54553,49946,59160,.,.,.,.,.,.
01,053,AL,Escambia County,8020,6558,9482,23.3,19,27.6,2538,1997,3079,30.7,24.1,37.3,1812,1417,2207,30,23.5,36.5,35096,31584,38608,.,.,.,.,.,.
01,055,AL,Etowah County,17624,14904,20344,17.5,14.8,20.2,5878,4720,7036,26.8,21.5,32.1,4170,3277,5063,25.7,20.2,31.2,40972,38507,43437,.,.,.,.,.,.
01,057,AL,Fayette County,3307,2647,3967,20.3,16.2,24.4,1007,779,1235,29,22.4,35.6,706,539,873,27.6,21.1,34.1,38403,34441,42365,.,.,.,.,.,.
01,059,AL,Franklin County,6272,5092,7452,20.1,16.3,23.9,2233,1757,2709,29.4,23.1,35.7,1594,1243,1945,28.6,22.3,34.9,37049,34010,40088,.,.,.,.,.,.
01,061,AL,Geneva County,5495,4344,6646,20.9,16.5,25.3,1824,1389,2259,31.4,23.9,38.9,1262,940,1584,29.1,21.7,36.5,36976,33775,40177,.,.,.,.,.,.
01,063,AL,Greene County,2845,2258,3432,34,27,41,938,721,1155,49.3,37.9,60.7,665,506,824,47.2,35.9,58.5,26559,23639,29479,.,.,.,.,.,.
01,065,AL,Hale County,3495,2792,4198,23.7,18.9,28.5,1228,936,1520,34.8,26.5,43.1,810,597,1023,32.4,23.9,40.9,35381,31693,39069,.,.,.,.,.,.
01,067,AL,Henry County,3159,2546,3772,18.7,15.1,22.3,1015,792,1238,28.9,22.6,35.2,694,527,861,26.1,19.8,32.4,41426,37153,45699,.,.,.,.,.,.
01,069,AL,Houston County,19878,17904,21852,19.4,17.5,21.3,6864,5880,7848,28.7,24.6,32.8,4668,3900,5436,26.4,22.1,30.7,42910,40461,45359,.,.,.,.,.,.
01,071,AL,Jackson County,9007,7687,10327,17.5,14.9,20.1,2563,1983,3143,23.6,18.3,28.9,1772,1349,2195,21.7,16.5,26.9,41407,37996,44818,.,.,.,.,.,.
01,073,AL,Jefferson County,98463,89692,107234,15.3,13.9,16.7,33006,28649,37363,22,19.1,24.9,23359,20176,26542,21.8,18.8,24.8,50109,48766,51452,.,.,.,.,.,.
01,075,AL,Lamar County,2545,2039,3051,18.6,14.9,22.3,798,627,969,27.1,21.3,32.9,551,423,679,24.6,18.9,30.3,38358,34308,42408,.,.,.,.,.,.
01,077,AL,Lauderdale County,13739,11423,16055,15.2,12.6,17.8,3837,2954,4720,20.9,16.1,25.7,2690,2060,3320,19.7,15.1,24.3,44124,41218,47030,.,.,.,.,.,.
01,079,AL,Lawrence County,5530,4376,6684,16.8,13.3,20.3,1724,1302,2146,24,18.1,29.9,1223,911,1535,23.1,17.2,29,43107,38963,47251,.,.,.,.,.,.
01,081,AL,Lee County,28139,25176,31102,18.3,16.4,20.2,6134,4831,7437,18.2,14.3,22.1,4352,3391,5313,17.8,13.9,21.7,47749,45091,50407,.,.,.,.,.,.
01,083,AL,Limestone County,11511,9490,13532,12.8,10.5,15.1,3757,2959,4555,17.8,14,21.6,2519,1932,3106,15.8,12.1,19.5,52181,49003,55359,.,.,.,.,.,.
01,085,AL,Lowndes County,3252,2720,3784,31.7,26.5,36.9,1342,1158,1526,57.5,49.6,65.4,1040,908,1172,60.7,53,68.4,32011,28615,35407,.,.,.,.,.,.
01,087,AL,Macon County,5183,4057,6309,30,23.5,36.5,1448,1102,1794,45.2,34.4,56,1018,763,1273,43.5,32.6,54.4,30681,27875,33487,.,.,.,.,.,.
01,089,AL,Madison County,47081,42457,51705,13.5,12.2,14.8,14358,12409,16307,18.4,15.9,20.9,9397,7894,10900,16.4,13.8,19,61193,57616,64770,.,.,.,.,.,.
01,091,AL,Marengo County,5003,4074,5932,25.8,21,30.6,1635,1279,1991,36.8,28.8,44.8,1112,847,1377,33.8,25.7,41.9,34794,31108,38480,.,.,.,.,.,.
01,093,AL,Marion County,5386,4381,6391,18.5,15,22,1693,1325,2061,27.2,21.3,33.1,1222,946,1498,26.4,20.5,32.3,36386,32621,40151,.,.,.,.,.,.
01,095,AL,Marshall County,19703,17356,22050,21,18.5,23.5,7414,6372,8456,32.1,27.6,36.6,5052,4268,5836,30,25.3,34.7,42117,39082,45152,.,.,.,.,.,.
01,097,AL,Mobile County,79364,71667,87061,19.5,17.6,21.4,29471,25886,33056,30.4,26.7,34.1,20594,17974,23214,29.5,25.8,33.2,45233,43138,47328,.,.,.,.,.,.
01,099,AL,Monroe County,5472,4556,6388,25.7,21.4,30,1674,1309,2039,34.6,27,42.2,1185,915,1455,32.2,24.9,39.5,36639,32700,40578,.,.,.,.,.,.
01,101,AL,Montgomery County,40760,35449,46071,18.8,16.4,21.2,14814,12319,17309,28.6,23.8,33.4,9687,7771,11603,26.5,21.3,31.7,45111,42267,47955,.,.,.,.,.,.
01,103,AL,Morgan County,18457,15628,21286,15.8,13.4,18.2,6223,5107,7339,23.2,19,27.4,4343,3487,5199,21.6,17.3,25.9,46843,42712,50974,.,.,.,.,.,.
01,105,AL,Perry County,3066,2342,3790,35,26.7,43.3,1055,798,1312,51.6,39,64.2,752,560,944,48.9,36.4,61.4,25221,22695,27747,.,.,.,.,.,.
01,107,AL,Pickens County,4756,3863,5649,25.8,21,30.6,1458,1161,1755,36.6,29.2,44,985,760,1210,33.5,25.9,41.1,35968,32328,39608,.,.,.,.,.,.
01,109,AL,Pike County,7793,6569,9017,25.1,21.2,29,2311,1936,2686,36.7,30.7,42.7,1551,1247,1855,34.9,28.1,41.7,35172,31485,38859,.,.,.,.,.,.
01,111,AL,Randolph County,4839,3986,5692,21.8,18,25.6,1691,1376,2006,34.5,28.1,40.9,1116,873,1359,31.3,24.5,38.1,40283,36675,43891,.,.,.,.,.,.
01,113,AL,Russell County,11108,9069,13147,19.3,15.8,22.8,4041,3093,4989,28.1,21.5,34.7,2811,2120,3502,28.1,21.2,35,38617,35460,41774,.,.,.,.,.,.
01,115,AL,St. Clair County,10352,8324,12380,12,9.6,14.4,3392,2608,4176,17.1,13.1,21.1,2409,1815,3003,16.5,12.4,20.6,57856,54328,61384,.,.,.,.,.,.
01,117,AL,Shelby County,16406,13935,18877,7.9,6.7,9.1,4950,3954,5946,9.9,7.9,11.9,3603,2875,4331,9.6,7.7,11.5,74212,71325,77099,.,.,.,.,.,.
01,119,AL,Sumter County,3933,3092,4774,32.4,25.5,39.3,1126,860,1392,44.1,33.7,54.5,809,612,1006,44.6,33.8,55.4,26814,23991,29637,.,.,.,.,.,.
01,121,AL,Talladega County,13864,11411,16317,18,14.8,21.2,4173,3206,5140,24.6,18.9,30.3,2895,2172,3618,22.8,17.1,28.5,40555,37283,43827,.,.,.,.,.,.
01,123,AL,Tallapoosa County,8111,6817,9405,20.2,17,23.4,2565,2056,3074,30.3,24.3,36.3,1715,1316,2114,27.7,21.3,34.1,40169,36369,43969,.,.,.,.,.,.
01,125,AL,Tuscaloosa County,34384,30140,38628,17.6,15.4,19.8,9306,7601,11011,21.9,17.9,25.9,6691,5489,7893,22.1,18.1,26.1,47483,44665,50301,.,.,.,.,.,.
01,127,AL,Walker County,13097,11028,15166,20.5,17.3,23.7,4229,3484,4974,29.9,24.6,35.2,2950,2405,3495,28.8,23.5,34.1,39511,36897,42125,.,.,.,.,.,.
01,129,AL,Washington County,3018,2375,3661,18.2,14.3,22.1,1010,770,1250,26.5,20.2,32.8,720,543,897,24.8,18.7,30.9,37575,34316,40834,.,.,.,.,.,.
01,131,AL,Wilcox County,3466,2701,4231,31.9,24.9,38.9,1301,988,1614,48.8,37.1,60.5,919,686,1152,46.7,34.9,58.5,24216,21833,26599,.,.,.,.,.,.
01,133,AL,Winston County,4061,3180,4942,17.3,13.6,21,1233,929,1537,25.1,18.9,31.3,889,666,1112,24.2,18.1,30.3,38644,34883,42405,.,.,.,.,.,.
02,000,AK,Alaska,71916,67813,76019,9.9,9.3,10.5,24897,22566,27228,13.6,12.3,14.9,16061,13965,18157,12.3,10.7,13.9,76144,74375,77913,7919,6898,8940,15.1,13.2,17
02,013,AK,Aleutians East Borough,487,365,609,14.8,11.1,18.5,39,29,49,13.5,9.9,17.1,24,17,31,11.4,7.9,14.9,63991,57596,70386,.,.,.,.,.,.
02,016,AK,Aleutians West Census Area,438,333,543,8,6.1,9.9,53,39,67,8.2,6,10.4,34,24,44,6.9,4.8,9,78151,70827,85475,.,.,.,.,.,.
02,020,AK,Anchorage Borough,21108,18016,24200,7.2,6.1,8.3,7363,5956,8770,10.2,8.3,12.1,4634,3592,5676,9.1,7.1,11.1,83959,80579,87339,.,.,.,.,.,.
02,050,AK,Bethel Census Area,4502,3834,5170,25.5,21.7,29.3,2142,1686,2598,33.8,26.6,41,1401,1041,1761,32,23.8,40.2,46634,43010,50258,.,.,.,.,.,.
02,060,AK,Bristol Bay Borough,100,77,123,11.4,8.8,14,24,18,30,14.2,10.4,18,17,12,22,14.4,10.2,18.6,68026,61441,74611,.,.,.,.,.,.
02,068,AK,Denali Borough,121,91,151,6.3,4.8,7.8,30,22,38,8.5,6.2,10.8,20,14,26,7.7,5.4,10,72378,64687,80069,.,.,.,.,.,.
02,070,AK,Dillingham Census Area,965,731,1199,19.6,14.8,24.4,488,356,620,31.9,23.3,40.5,334,234,434,31.9,22.4,41.4,52250,47330,57170,.,.,.,.,.,.
02,090,AK,Fairbanks North Star Borough,8144,6704,9584,8.5,7,10,2378,1858,2898,9.9,7.7,12.1,1516,1148,1884,9.3,7,11.6,73427,67591,79263,.,.,.,.,.,.
02,100,AK,Haines Borough,257,196,318,10.3,7.8,12.8,75,55,95,16.8,12.4,21.2,50,35,65,14.2,10,18.4,53471,47744,59198,.,.,.,.,.,.
02,105,AK,Hoonah-Angoon Census Area,397,308,486,19.1,14.8,23.4,143,105,181,35.4,25.9,44.9,96,67,125,31.2,21.8,40.6,53884,51264,56504,.,.,.,.,.,.
02,110,AK,Juneau Borough,2334,1836,2832,7.4,5.8,9,693,524,862,9.9,7.5,12.3,412,292,532,8.2,5.8,10.6,82011,76840,87182,.,.,.,.,.,.
02,122,AK,Kenai Peninsula Borough,6835,5773,7897,12,10.1,13.9,2121,1693,2549,16.2,12.9,19.5,1403,1088,1718,14.8,11.5,18.1,68501,63966,73036,.,.,.,.,.,.
02,130,AK,Ketchikan Gateway Borough,1245,973,1517,9.2,7.2,11.2,381,289,473,12.9,9.8,16,242,176,308,11.3,8.2,14.4,67125,60867,73383,.,.,.,.,.,.
02,150,AK,Kodiak Island Borough,991,769,1213,7.3,5.7,8.9,326,243,409,9.3,6.9,11.7,204,146,262,8.3,5.9,10.7,74683,67867,81499,.,.,.,.,.,.
02,158,AK,Kusilvak Census Area,3033,2628,3438,37.8,32.8,42.8,1483,1171,1795,45.4,35.9,54.9,971,731,1211,43.5,32.7,54.3,34341,31782,36900,.,.,.,.,.,.
02,164,AK,Lake and Peninsula Borough,325,256,394,20.9,16.5,25.3,143,106,180,32.7,24.3,41.1,96,68,124,32.7,23.2,42.2,44310,39826,48794,.,.,.,.,.,.
02,170,AK,Matanuska-Susitna Borough,9641,8206,11076,9.5,8.1,10.9,2828,2187,3469,10.2,7.9,12.5,1893,1429,2357,9.3,7,11.6,71793,67351,76235,.,.,.,.,.,.
02,180,AK,Nome Census Area,2337,1974,2700,24,20.3,27.7,1058,840,1276,30.6,24.3,36.9,682,518,846,28.2,21.4,35,55974,51776,60172,.,.,.,.,.,.
02,185,AK,North Slope Borough,1132,881,1383,11.9,9.3,14.5,365,272,458,14.8,11,18.6,231,166,296,13.4,9.6,17.2,74998,67041,82955,.,.,.,.,.,.
02,188,AK,Northwest Arctic Borough,2114,1815,2413,27.8,23.9,31.7,994,824,1164,36.6,30.4,42.8,633,506,760,33.3,26.6,40,53692,47920,59464,.,.,.,.,.,.
02,195,AK,Petersburg Borough,265,204,326,8.4,6.5,10.3,91,66,116,13,9.5,16.5,61,43,79,12.3,8.7,15.9,60540,54674,66406,.,.,.,.,.,.
02,198,AK,Prince of Wales-Hyder Census Area,1109,874,1344,17.5,13.8,21.2,381,289,473,25.2,19.1,31.3,252,185,319,22.5,16.5,28.5,48888,45205,52571,.,.,.,.,.,.
02,220,AK,Sitka Borough,690,522,858,7.9,6,9.8,181,132,230,9.4,6.8,12,118,83,153,8,5.7,10.3,72795,66701,78889,.,.,.,.,.,.
02,230,AK,Skagway Municipality,48,37,59,4.4,3.4,5.4,14,10,18,9.2,6.7,11.7,9,6,12,8.5,5.8,11.2,65112,58113,72111,.,.,.,.,.,.
02,240,AK,Southeast Fairbanks Census Area,804,611,997,11.8,9,14.6,295,216,374,16.9,12.4,21.4,192,135,249,15.3,10.8,19.8,59412,53551,65273,.,.,.,.,.,.
02,261,AK,Valdez-Cordova Census Area,852,649,1055,9.2,7,11.4,249,183,315,11.3,8.3,14.3,166,117,215,10.5,7.4,13.6,69755,62137,77373,.,.,.,.,.,.
02,275,AK,Wrangell City and Borough,274,207,341,11.5,8.7,14.3,91,67,115,18.4,13.5,23.3,59,41,77,16.1,11.3,20.9,56747,50841,62653,.,.,.,.,.,.
02,282,AK,Yakutat Borough,101,77,125,16.8,12.8,20.8,38,28,48,31.7,23.3,40.1,26,18,34,32.9,23.2,42.6,57687,51737,63637,.,.,.,.,.,.
02,290,AK,Yukon-Koyukuk Census Area,1266,1046,1486,23,19,27,425,322,528,28.1,21.3,34.9,285,208,362,26.5,19.4,33.6,37906,34272,41540,.,.,.,.,.,.
04,000,AZ,Arizona,1107153,1086482,1127824,16.4,16.1,16.7,377445,365817,389073,23.6,22.9,24.3,263614,253154,274074,22.6,21.7,23.5,53481,52863,54099,106817,101686,111948,24.9,23.7,26.1
04,001,AZ,Apache County,23966,21828,26104,33.2,30.2,36.2,8536,7415,9657,41.1,35.7,46.5,6438,5606,7270,40.9,35.6,46.2,34040,31439,36641,.,.,.,.,.,.
04,003,AZ,Cochise County,25424,22227,28621,21.1,18.4,23.8,9038,7697,10379,33.2,28.3,38.1,6549,5596,7502,33.5,28.6,38.4,45151,42539,47763,.,.,.,.,.,.
04,005,AZ,Coconino County,23116,20177,26055,17.8,15.5,20.1,6100,4919,7281,20.7,16.7,24.7,4344,3468,5220,20.4,16.3,24.5,53643,50185,57101,.,.,.,.,.,.
04,007,AZ,Gila County,10678,8799,12557,20.3,16.7,23.9,3563,2802,4324,33.5,26.4,40.6,2473,1925,3021,32.9,25.6,40.2,40747,38185,43309,.,.,.,.,.,.
04,009,AZ,Graham County,7854,6539,9169,22.9,19.1,26.7,2723,2201,3245,26.5,21.4,31.6,1928,1540,2316,25.7,20.5,30.9,46714,42660,50768,.,.,.,.,.,.
04,011,AZ,Greenlee County,1144,955,1333,12,10,14,360,298,422,13.6,11.3,15.9,212,166,258,11.1,8.7,13.5,61110,55457,66763,.,.,.,.,.,.
04,012,AZ,La Paz County,4976,4066,5886,24.8,20.3,29.3,1298,1053,1543,37.9,30.7,45.1,883,697,1069,36.6,28.9,44.3,34285,30622,37948,.,.,.,.,.,.
04,013,AZ,Maricopa County,624923,606269,643577,15,14.6,15.4,220078,210632,229524,21.5,20.6,22.4,153839,146440,161238,20.7,19.7,21.7,58742,57878,59606,.,.,.,.,.,.
04,015,AZ,Mohave County,36665,31608,41722,18.3,15.8,20.8,10276,8187,12365,28.7,22.9,34.5,7299,5776,8822,27.3,21.6,33,42003,40021,43985,.,.,.,.,.,.
04,017,AZ,Navajo County,30379,27100,33658,28.2,25.2,31.2,11172,9619,12725,37.7,32.5,42.9,7837,6673,9001,36.1,30.7,41.5,37440,35147,39733,.,.,.,.,.,.
04,019,AZ,Pima County,180513,170936,190090,18.2,17.2,19.2,57022,52169,61875,26.8,24.5,29.1,38784,34858,42710,25.1,22.6,27.6,47644,46136,49152,.,.,.,.,.,.
04,021,AZ,Pinal County,60679,54514,66844,15.4,13.8,17,20698,17917,23479,21.5,18.6,24.4,14429,12515,16343,20.2,17.5,22.9,52642,50581,54703,.,.,.,.,.,.
04,023,AZ,Santa Cruz County,9569,7753,11385,20.9,16.9,24.9,4344,3376,5312,34.5,26.8,42.2,3094,2357,3831,32.8,25,40.6,39090,36266,41914,.,.,.,.,.,.
04,025,AZ,Yavapai County,29418,25056,33780,13.3,11.3,15.3,7251,5569,8933,19.7,15.1,24.3,5212,4001,6423,19.1,14.7,23.5,49824,47616,52032,.,.,.,.,.,.
04,027,AZ,Yuma County,37850,32384,43316,19.3,16.5,22.1,14985,12458,17512,29,24.1,33.9,10293,8278,12308,28,22.5,33.5,42998,40706,45290,.,.,.,.,.,.
05,000,AR,Arkansas,497388,485180,509596,17.2,16.8,17.6,165724,158736,172712,24,23,25,112376,106203,118549,22.3,21.1,23.5,44406,43530,45282,50341,47095,53587,27.3,25.5,29.1
05,001,AR,Arkansas County,3237,2591,3883,18.1,14.5,21.7,1140,870,1410,27.9,21.3,34.5,747,547,947,26,19,33,39726,36777,42675,.,.,.,.,.,.
05,003,AR,Ashley County,3636,2818,4454,17.9,13.9,21.9,1397,1054,1740,29.8,22.5,37.1,951,692,1210,27.5,20,35,41277,37181,45373,.,.,.,.,.,.
05,005,AR,Baxter County,5144,4017,6271,12.7,9.9,15.5,1578,1186,1970,22.2,16.7,27.7,1072,779,1365,20.1,14.6,25.6,40147,36947,43347,.,.,.,.,.,.
05,007,AR,Benton County,23131,19873,26389,9.1,7.8,10.4,8072,6495,9649,11.9,9.6,14.2,5407,4213,6601,10.9,8.5,13.3,64072,61161,66983,.,.,.,.,.,.
05,009,AR,Boone County,5670,4568,6772,15.4,12.4,18.4,1976,1549,2403,24.1,18.9,29.3,1287,968,1606,21.7,16.3,27.1,39881,36874,42888,.,.,.,.,.,.
05,011,AR,Bradley County,2544,1995,3093,23.5,18.4,28.6,890,675,1105,34.2,25.9,42.5,622,465,779,32.2,24.1,40.3,34114,30860,37368,.,.,.,.,.,.
05,013,AR,Calhoun County,847,654,1040,17.1,13.2,21,227,171,283,24.3,18.3,30.3,160,118,202,23,17,29,33507,30260,36754,.,.,.,.,.,.
05,015,AR,Carroll County,4684,3768,5600,17.2,13.8,20.6,1680,1268,2092,28.1,21.2,35,1144,838,1450,25.7,18.8,32.6,37145,33654,40636,.,.,.,.,.,.
05,017,AR,Chicot County,3066,2423,3709,30.1,23.8,36.4,1085,836,1334,44,33.9,54.1,732,540,924,39.6,29.2,50,29527,27002,32052,.,.,.,.,.,.
05,019,AR,Clark County,4406,3584,5228,22.3,18.1,26.5,1184,914,1454,27.8,21.5,34.1,780,576,984,25.3,18.7,31.9,37247,34161,40333,.,.,.,.,.,.
05,021,AR,Clay County,2807,2283,3331,19.1,15.5,22.7,817,626,1008,26.8,20.5,33.1,554,413,695,24.4,18.2,30.6,36037,32645,39429,.,.,.,.,.,.
05,023,AR,Cleburne County,4047,3306,4788,16.3,13.3,19.3,1187,922,1452,24.9,19.3,30.5,833,639,1027,22.9,17.6,28.2,42397,37991,46803,.,.,.,.,.,.
05,025,AR,Cleveland County,1295,1022,1568,15.8,12.5,19.1,411,310,512,22.2,16.7,27.7,277,203,351,19.4,14.2,24.6,45256,40531,49981,.,.,.,.,.,.
05,027,AR,Columbia County,5330,4437,6223,24.2,20.2,28.2,1586,1275,1897,32.6,26.2,39,1101,870,1332,32,25.3,38.7,35322,32120,38524,.,.,.,.,.,.
05,029,AR,Conway County,3903,3205,4601,18.9,15.5,22.3,1317,1033,1601,28.2,22.1,34.3,881,675,1087,25.8,19.8,31.8,41892,38316,45468,.,.,.,.,.,.
05,031,AR,Craighead County,16548,13982,19114,16.2,13.7,18.7,5328,4140,6516,20.6,16,25.2,3684,2780,4588,20,15.1,24.9,44091,41297,46885,.,.,.,.,.,.
05,033,AR,Crawford County,10322,8668,11976,16.8,14.1,19.5,3664,2942,4386,24.3,19.5,29.1,2450,1924,2976,21.8,17.1,26.5,42941,39480,46402,.,.,.,.,.,.
05,035,AR,Crittenden County,12314,10448,14180,25.5,21.6,29.4,5214,4264,6164,38.4,31.4,45.4,3433,2675,4191,35.1,27.4,42.8,37627,34180,41074,.,.,.,.,.,.
05,037,AR,Cross County,3252,2527,3977,19.4,15.1,23.7,1182,878,1486,29.4,21.8,37,860,624,1096,29.2,21.2,37.2,40970,37078,44862,.,.,.,.,.,.
05,039,AR,Dallas County,1464,1122,1806,20.8,16,25.6,483,359,607,33.2,24.7,41.7,337,246,428,31,22.6,39.4,33679,30475,36883,.,.,.,.,.,.
