Table with column headers in row 3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
"Table 1: 2010 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 11.2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
00,0,US,United States,46215956,45975650,46456262,15.3,15.2,15.4,15749129,15621395,15876863,21.6,21.4,21.8,10484513,10394015,10575011,19.8,19.6,20,50046,49982,50110,4961524,4910772,5012276,25,24.8,25.2
01,0,AL,Alabama,883078,867106,899050,18.9,18.6,19.2,305292,296223,314361,27.4,26.6,28.2,207778,199900,215656,25.6,24.6,26.6,40538,40081,40995,93895,89540,98250,31.3,29.8,32.8
01,1,AL,Autauga County,6459,5075,7843,11.9,9.3,14.5,2530,1956,3104,17.5,13.5,21.5,1791,1397,2185,16.4,12.8,20,53049,49486,56612,,,,,,
01,3,AL,Baldwin County,24056,20333,27779,13.3,11.2,15.4,8357,6775,9939,20.2,16.4,24,5734,4655,6813,18.9,15.3,22.5,47618,45169,50067,,,,,,
01,5,AL,Barbour County,6098,4749,7447,25.3,19.7,30.9,2145,1641,2649,36.2,27.7,44.7,1458,1114,1802,34.3,26.2,42.4,33074,30589,35559,,,,,,
01,7,AL,Bibb County,4316,3344,5288,20.9,16.2,25.6,1448,1100,1796,28.6,21.7,35.5,938,705,1171,25.3,19,31.6,35472,32578,38366,,,,,,
01,9,AL,Blount County,9358,7771,10945,16.5,13.7,19.3,3356,2731,3981,24.1,19.6,28.6,2202,1755,2649,21.3,17,25.6,42906,39577,46235,,,,,,
01,11,AL,Bullock County,2866,2165,3567,31.1,23.5,38.7,958,726,1190,40.3,30.5,50.1,655,499,811,39.5,30.1,48.9,25969,23485,28453,,,,,,
01,13,AL,Butler County,5791,4830,6752,28.1,23.4,32.8,1971,1593,2349,39.6,32,47.2,1405,1150,1660,38.9,31.8,46,29500,26759,32241,,,,,,
01,15,AL,Calhoun County,27152,24332,29972,23.5,21.1,25.9,8373,7097,9649,31.5,26.7,36.3,5992,5118,6866,30.8,26.3,35.3,37916,35408,40424,,,,,,
01,17,AL,Chambers County,9618,8491,10745,28.5,25.2,31.8,3290,2855,3725,43.5,37.7,49.3,2154,1808,2500,38.2,32.1,44.3,30061,27603,32519,,,,,,
01,19,AL,Cherokee County,5434,4350,6518,21.2,17,25.4,1816,1421,2211,33.1,25.9,40.3,1240,969,1511,30.2,23.6,36.8,34410,31299,37521,,,,,,
01,21,AL,Chilton County,8813,7196,10430,20.4,16.7,24.1,3447,2768,4126,32,25.7,38.3,2405,1937,2873,30.8,24.8,36.8,38553,35289,41817,,,,,,
01,23,AL,Choctaw County,2826,2186,3466,20.7,16,25.4,922,696,1148,29.9,22.6,37.2,614,464,764,26.2,19.8,32.6,32003,29087,34919,,,,,,
01,25,AL,Clarke County,6332,5218,7446,24.9,20.5,29.3,2110,1649,2571,33.5,26.2,40.8,1444,1135,1753,29.8,23.4,36.2,33739,30531,36947,,,,,,
01,27,AL,Clay County,2802,2243,3361,20.6,16.5,24.7,918,704,1132,29.8,22.9,36.7,644,498,790,28.1,21.7,34.5,33035,29911,36159,,,,,,
01,29,AL,Cleburne County,2621,2052,3190,17.8,13.9,21.7,932,722,1142,26.8,20.8,32.8,650,506,794,25.5,19.9,31.1,37566,34351,40781,,,,,,
01,31,AL,Coffee County,9939,8739,11139,20.1,17.7,22.5,3588,3105,4071,30,26,34,2639,2316,2962,30.5,26.8,34.2,40779,38409,43149,,,,,,
01,33,AL,Colbert County,10329,8822,11836,19.2,16.4,22,3812,3218,4406,32.2,27.2,37.2,2620,2212,3028,30,25.3,34.7,37455,34320,40590,,,,,,
01,35,AL,Conecuh County,3378,2597,4159,25.7,19.7,31.7,1229,927,1531,41,30.9,51.1,860,655,1065,38.6,29.4,47.8,27855,25193,30517,,,,,,
01,37,AL,Coosa County,2125,1652,2598,18.6,14.5,22.7,687,522,852,29.5,22.4,36.6,477,362,592,26.9,20.4,33.4,33721,30616,36826,,,,,,
01,39,AL,Covington County,7769,6508,9030,20.9,17.5,24.3,2532,2009,3055,30.2,24,36.4,1753,1379,2127,28.5,22.4,34.6,33484,31004,35964,,,,,,
01,41,AL,Crenshaw County,2783,2154,3412,20.3,15.7,24.9,983,747,1219,30.3,23,37.6,673,515,831,27.7,21.2,34.2,35577,32806,38348,,,,,,
01,43,AL,Cullman County,15242,12965,17519,19.2,16.3,22.1,4899,4007,5791,26.8,21.9,31.7,3292,2640,3944,24.7,19.8,29.6,37948,34886,41010,,,,,,
01,45,AL,Dale County,8795,7299,10291,17.8,14.8,20.8,3152,2517,3787,25.6,20.4,30.8,2112,1677,2547,24.4,19.4,29.4,41287,38448,44126,,,,,,
01,47,AL,Dallas County,15391,13537,17245,35.6,31.3,39.9,6441,5707,7175,56.5,50.1,62.9,4416,3853,4979,53.8,46.9,60.7,26195,23874,28516,,,,,,
01,49,AL,DeKalb County,14586,11756,17416,20.8,16.8,24.8,5698,4513,6883,31.6,25,38.2,4024,3219,4829,30.8,24.6,37,34822,32105,37539,,,,,,
01,51,AL,Elmore County,9276,7393,11159,12.5,10,15,3409,2634,4184,18.4,14.2,22.6,2352,1833,2871,17.2,13.4,21,51013,48003,54023,,,,,,
