Table with column headers in rows 3 and 4,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
01,019,AL,Cherokee County,4381,3453,5309,17.2,13.6,20.8,1262,942,1582,25,18.6,31.4,896,658,1134,23.3,17.1,29.5,44842,40581,49103,.,.,.,.,.,.
01,021,AL,Chilton County,7303,5921,8685,16.8,13.6,20,2339,1738,2940,22.6,16.8,28.4,1645,1202,2088,21.5,15.7,27.3,46405,41678,51132,.,.,.,.,.,.
01,023,AL,Choctaw County,3031,2436,3626,23.7,19,28.4,896,692,1100,34.8,26.9,42.7,643,496,790,34.1,26.3,41.9,36711,32917,40505,.,.,.,.,.,.
01,025,AL,Clarke County,5541,4561,6521,23.3,19.2,27.4,1670,1279,2061,31.9,24.4,39.4,1261,972,1550,32.4,25,39.8,36719,32871,40567,.,.,.,.,.,.
01,027,AL,Clay County,2363,1876,2850,18.1,14.4,21.8,694,526,862,25.5,19.3,31.7,493,364,622,24.2,17.9,30.5,39642,35350,43934,.,.,.,.,.,.
01,029,AL,Cleburne County,2365,1871,2859,16.1,12.7,19.5,754,572,936,22.4,17,27.8,537,401,673,21.2,15.8,26.6,45480,40661,50299,.,.,.,.,.,.
01,031,AL,Coffee County,7954,6754,9154,15.5,13.2,17.8,3011,2496,3526,24.8,20.6,29,1946,1546,2346,21.8,17.3,26.3,51998,48378,55618,.,.,.,.,.,.
01,033,AL,Colbert County,8324,6720,9928,15.4,12.4,18.4,2509,1900,3118,22.2,16.8,27.6,1802,1336,2268,21.9,16.2,27.6,46100,42010,50190,.,.,.,.,.,.
01,035,AL,Conecuh County,2939,2146,3732,23.7,17.3,30.1,1108,823,1393,42.9,31.9,53.9,781,566,996,41.6,30.1,53.1,30796,27534,34058,.,.,.,.,.,.
01,037,AL,Coosa County,1823,1374,2272,17.4,13.1,21.7,481,355,607,27.6,20.4,34.8,337,243,431,26.3,18.9,33.7,42442,38888,45996,.,.,.,.,.,.
01,039,AL,Covington County,6447,5153,7741,17.7,14.2,21.2,2067,1599,2535,25.9,20,31.8,1496,1129,1863,25.9,19.6,32.2,39093,35979,42207,.,.,.,.,.,.
01,041,AL,Crenshaw County,2722,2091,3353,19.9,15.3,24.5,926,691,1161,29.3,21.9,36.7,613,439,787,25.9,18.5,33.3,38419,34662,42176,.,.,.,.,.,.
01,043,AL,Cullman County,11256,9196,13316,13.8,11.3,16.3,3407,2564,4250,18.7,14.1,23.3,2431,1790,3072,18.3,13.5,23.1,45925,41985,49865,.,.,.,.,.,.
01,045,AL,Dale County,8528,7097,9959,17.7,14.7,20.7,2901,2256,3546,25.9,20.2,31.6,1922,1436,2408,24,17.9,30.1,42572,38719,46425,.,.,.,.,.,.
01,047,AL,Dallas County,10796,8516,13076,27.9,22,33.8,4061,3002,5120,43.2,31.9,54.5,2775,2001,3549,39.4,28.4,50.4,31329,28590,34068,.,.,.,.,.,.
01,049,AL,DeKalb County,13785,11467,16103,19.5,16.2,22.8,4799,3840,5758,27.8,22.2,33.4,3468,2739,4197,26.5,20.9,32.1,39906,36346,43466,.,.,.,.,.,.
01,051,AL,Elmore County,9151,7348,10954,12,9.6,14.4,2979,2250,3708,16.5,12.5,20.5,2130,1541,2719,15.9,11.5,20.3,59652,55049,64255,.,.,.,.,.,.
01,053,AL,Escambia County,7971,6481,9461,23.3,18.9,27.7,2758,2254,3262,33.7,27.6,39.8,1948,1569,2327,32.3,26,38.6,37870,34989,40751,.,.,.,.,.,.
01,055,AL,Etowah County,18257,15600,20914,18.1,15.5,20.7,6399,5373,7425,29.3,24.6,34,4369,3594,5144,27.3,22.5,32.1,41791,38946,44636,.,.,.,.,.,.
01,057,AL,Fayette County,3146,2489,3803,19.4,15.3,23.5,948,716,1180,27.6,20.9,34.3,654,473,835,25.8,18.7,32.9,39394,35310,43478,.,.,.,.,.,.
01,059,AL,Franklin County,6394,5242,7546,20.5,16.8,24.2,2267,1803,2731,29.8,23.7,35.9,1541,1174,1908,27.6,21,34.2,41025,38494,43556,.,.,.,.,.,.
01,061,AL,Geneva County,5659,4634,6684,21.7,17.8,25.6,1980,1572,2388,34.3,27.2,41.4,1472,1170,1774,33.9,27,40.8,38561,34876,42246,.,.,.,.,.,.
01,063,AL,Greene County,2752,2139,3365,33.2,25.8,40.6,898,682,1114,49.4,37.5,61.3,650,488,812,47.8,35.9,59.7,28108,24982,31234,.,.,.,.,.,.
01,065,AL,Hale County,3654,2874,4434,25.1,19.8,30.4,1211,917,1505,35.5,26.9,44.1,817,597,1037,33.6,24.6,42.6,34905,31223,38587,.,.,.,.,.,.
01,067,AL,Henry County,2882,2229,3535,17,13.1,20.9,963,733,1193,27.5,20.9,34.1,677,498,856,25.8,19,32.6,48094,44877,51311,.,.,.,.,.,.
01,069,AL,Houston County,17095,15498,18692,16.6,15,18.2,6301,5621,6981,26.5,23.6,29.4,4192,3585,4799,23.8,20.3,27.3,44753,42919,46587,.,.,.,.,.,.
01,071,AL,Jackson County,8539,6943,10135,16.6,13.5,19.7,2514,1908,3120,23.3,17.7,28.9,1717,1270,2164,21.2,15.7,26.7,42658,39388,45928,.,.,.,.,.,.
01,073,AL,Jefferson County,107752,99555,115949,16.7,15.4,18,34345,30365,38325,23.1,20.4,25.8,22293,19258,25328,20.8,18,23.6,50731,49512,51950,.,.,.,.,.,.
01,075,AL,Lamar County,2570,1998,3142,18.7,14.5,22.9,786,585,987,26.1,19.4,32.8,552,402,702,24.4,17.8,31,39796,35455,44137,.,.,.,.,.,.
01,077,AL,Lauderdale County,12395,10212,14578,13.7,11.3,16.1,3423,2621,4225,18.8,14.4,23.2,2349,1731,2967,17.4,12.8,22,46646,42318,50974,.,.,.,.,.,.
01,079,AL,Lawrence County,5494,4413,6575,16.8,13.5,20.1,1719,1320,2118,24.4,18.7,30.1,1247,948,1546,23.7,18,29.4,42912,38968,46856,.,.,.,.,.,.
01,081,AL,Lee County,27901,24191,31611,17.8,15.4,20.2,6512,5297,7727,19.2,15.6,22.8,4703,3787,5619,19.1,15.4,22.8,51372,47509,55235,.,.,.,.,.,.
01,083,AL,Limestone County,10830,8715,12945,11.9,9.6,14.2,3512,2718,4306,16.5,12.8,20.2,2476,1891,3061,15.5,11.8,19.2,57342,52754,61930,.,.,.,.,.,.
01,085,AL,Lowndes County,2585,1987,3183,25.9,19.9,31.9,903,679,1127,40,30.1,49.9,640,469,811,38.6,28.3,48.9,33130,29572,36688,.,.,.,.,.,.
01,087,AL,Macon County,5213,4098,6328,30.6,24.1,37.1,1407,1068,1746,44.7,34,55.4,967,699,1235,42.5,30.7,54.3,30849,27773,33925,.,.,.,.,.,.
01,089,AL,Madison County,44979,39979,49979,12.8,11.4,14.2,14232,12198,16266,18.1,15.5,20.7,8899,7314,10484,15.4,12.7,18.1,62750,60151,65349,.,.,.,.,.,.
01,091,AL,Marengo County,4356,3382,5330,22.8,17.7,27.9,1424,1053,1795,32.5,24,41,1018,738,1298,32,23.2,40.8,37469,33367,41571,.,.,.,.,.,.
01,093,AL,Marion County,5582,4481,6683,19.3,15.5,23.1,1686,1306,2066,27.5,21.3,33.7,1185,893,1477,25.8,19.4,32.2,38049,34478,41620,.,.,.,.,.,.
01,095,AL,Marshall County,18873,16682,21064,20.1,17.8,22.4,7347,6429,8265,31.4,27.5,35.3,5176,4453,5899,30.5,26.2,34.8,42751,38920,46582,.,.,.,.,.,.
01,097,AL,Mobile County,80116,72072,88160,19.7,17.7,21.7,30256,26319,34193,31.4,27.3,35.5,20496,17636,23356,29.5,25.4,33.6,45615,42959,48271,.,.,.,.,.,.
01,099,AL,Monroe County,5018,4053,5983,23.8,19.2,28.4,1580,1225,1935,34.2,26.5,41.9,1125,858,1392,31.8,24.3,39.3,36432,32445,40419,.,.,.,.,.,.
01,101,AL,Montgomery County,46315,41097,51533,21.3,18.9,23.7,17748,15545,19951,33.7,29.5,37.9,11941,10198,13684,31.8,27.2,36.4,45833,43205,48461,.,.,.,.,.,.
01,103,AL,Morgan County,17301,14537,20065,14.8,12.4,17.2,5528,4388,6668,20.7,16.4,25,3759,2885,4633,19,14.6,23.4,49274,45438,53110,.,.,.,.,.,.
01,105,AL,Perry County,3180,2469,3891,37.2,28.9,45.5,1029,761,1297,51.3,38,64.6,737,530,944,49.9,35.8,64,26703,23692,29714,.,.,.,.,.,.
01,107,AL,Pickens County,4093,3161,5025,22.3,17.2,27.4,1240,939,1541,31.2,23.6,38.8,890,662,1118,30.3,22.5,38.1,38379,34772,41986,.,.,.,.,.,.
01,109,AL,Pike County,8611,7384,9838,27.7,23.8,31.6,2386,1949,2823,37.7,30.8,44.6,1662,1358,1966,37,30.2,43.8,40680,37800,43560,.,.,.,.,.,.
01,111,AL,Randolph County,3771,2892,4650,17,13,21,1346,1003,1689,27.9,20.8,35,958,692,1224,27,19.5,34.5,41112,37325,44899,.,.,.,.,.,.
01,113,AL,Russell County,13078,11036,15120,23.2,19.6,26.8,4809,3902,5716,34.9,28.3,41.5,3408,2724,4092,34.8,27.8,41.8,36186,33398,38974,.,.,.,.,.,.
01,115,AL,St. Clair County,11644,9716,13572,13.5,11.3,15.7,3506,2732,4280,17.6,13.7,21.5,2442,1837,3047,16.7,12.6,20.8,52755,49054,56456,.,.,.,.,.,.
01,117,AL,Shelby County,15585,13045,18125,7.4,6.2,8.6,4547,3570,5524,9.1,7.2,11,3405,2692,4118,9,7.1,10.9,74098,70854,77342,.,.,.,.,.,.
01,119,AL,Sumter County,4238,3355,5121,35.9,28.4,43.4,1125,835,1415,46.1,34.2,58,774,552,996,44.7,31.9,57.5,26495,23830,29160,.,.,.,.,.,.
01,121,AL,Talladega County,14062,11743,16381,18.3,15.3,21.3,4568,3705,5431,27.5,22.3,32.7,3233,2583,3883,26,20.8,31.2,41733,38115,45351,.,.,.,.,.,.
01,123,AL,Tallapoosa County,7311,6081,8541,18.3,15.2,21.4,2372,1894,2850,28,22.4,33.6,1692,1339,2045,27.3,21.6,33,44469,41331,47607,.,.,.,.,.,.
01,125,AL,Tuscaloosa County,31238,26919,35557,15.9,13.7,18.1,8517,6803,10231,19.7,15.7,23.7,6123,4792,7454,19.9,15.6,24.2,51644,49316,53972,.,.,.,.,.,.
01,127,AL,Walker County,10975,9274,12676,17.4,14.7,20.1,3172,2385,3959,22.7,17.1,28.3,2060,1450,2670,20.4,14.4,26.4,41925,38785,45065,.,.,.,.,.,.
01,129,AL,Washington County,3303,2657,3949,20.2,16.2,24.2,1026,793,1259,28.2,21.8,34.6,749,574,924,27.2,20.9,33.5,44249,39912,48586,.,.,.,.,.,.
01,131,AL,Wilcox County,3392,2624,4160,32,24.7,39.3,1205,883,1527,47,34.4,59.6,873,629,1117,46.4,33.5,59.3,25700,22951,28449,.,.,.,.,.,.
01,133,AL,Winston County,4980,4220,5740,21.3,18.1,24.5,1454,1160,1748,30.1,24,36.2,982,762,1202,27.1,21,33.2,38562,34435,42689,.,.,.,.,.,.
02,000,AK,Alaska,79428,75273,83583,11,10.4,11.6,26079,23957,28201,14.5,13.3,15.7,16855,15080,18630,13.3,11.9,14.7,74058,72099,76017,8208,7145,9271,15.8,13.7,17.9
02,013,AK,Aleutians East Borough,491,367,615,14.6,10.9,18.3,33,23,43,11.5,8.2,14.8,22,15,29,10.9,7.4,14.4,69375,61874,76876,.,.,.,.,.,.
02,016,AK,Aleutians West Census Area,451,335,567,8.1,6,10.2,50,35,65,7.6,5.3,9.9,34,23,45,7,4.6,9.4,80290,74756,85824,.,.,.,.,.,.
02,020,AK,Anchorage Borough,27663,24291,31035,9.6,8.4,10.8,8527,7031,10023,12.2,10.1,14.3,5553,4508,6598,11.4,9.3,13.5,78579,74352,82806,.,.,.,.,.,.
02,050,AK,Bethel Census Area,5077,4380,5774,28.7,24.8,32.6,2226,1765,2687,35.5,28.1,42.9,1484,1115,1853,34.4,25.9,42.9,45582,41699,49465,.,.,.,.,.,.
02,060,AK,Bristol Bay Borough,92,69,115,10.9,8.2,13.6,31,22,40,19.1,13.4,24.8,22,15,29,20.4,13.8,27,70094,62662,77526,.,.,.,.,.,.
02,068,AK,Denali Borough,158,125,191,8,6.4,9.6,35,25,45,9,6.3,11.7,24,16,32,8.6,5.8,11.4,73220,65600,80840,.,.,.,.,.,.
02,070,AK,Dillingham Census Area,1015,806,1224,20.8,16.5,25.1,471,349,593,31.4,23.3,39.5,302,209,395,30,20.7,39.3,52641,47325,57957,.,.,.,.,.,.
02,090,AK,Fairbanks North Star Borough,7051,5552,8550,7.4,5.8,9,2095,1524,2666,9,6.5,11.5,1328,928,1728,8.5,5.9,11.1,74241,68171,80311,.,.,.,.,.,.
02,100,AK,Haines Borough,288,221,355,11.4,8.8,14,85,62,108,19.6,14.2,25,59,41,77,17.1,12,22.2,53413,47468,59358,.,.,.,.,.,.
02,105,AK,Hoonah-Angoon Census Area,376,287,465,17.6,13.5,21.7,128,90,166,32.2,22.8,41.6,90,61,119,29,19.7,38.3,50573,45379,55767,.,.,.,.,.,.
02,110,AK,Juneau Borough,2596,2142,3050,8.3,6.8,9.8,722,561,883,10.7,8.3,13.1,426,313,539,8.8,6.5,11.1,90436,84291,96581,.,.,.,.,.,.
02,122,AK,Kenai Peninsula Borough,5840,4688,6992,10.2,8.2,12.2,1807,1340,2274,13.9,10.3,17.5,1156,825,1487,12.4,8.9,15.9,63559,58391,68727,.,.,.,.,.,.
02,130,AK,Ketchikan Gateway Borough,1341,1073,1609,9.9,7.9,11.9,375,273,477,12.8,9.3,16.3,250,178,322,11.7,8.3,15.1,71298,68026,74570,.,.,.,.,.,.
02,150,AK,Kodiak Island Borough,991,756,1226,7.5,5.7,9.3,335,239,431,10,7.2,12.8,218,149,287,9.4,6.4,12.4,71118,63459,78777,.,.,.,.,.,.
02,158,AK,Kusilvak Census Area,3050,2622,3478,37.5,32.2,42.8,1501,1186,1816,45.3,35.8,54.8,999,772,1226,44.3,34.2,54.4,31250,28953,33547,.,.,.,.,.,.
02,164,AK,Lake and Peninsula Borough,253,186,320,15.7,11.5,19.9,99,69,129,22.3,15.5,29.1,69,47,91,23,15.5,30.5,47644,42927,52361,.,.,.,.,.,.
02,170,AK,Matanuska-Susitna Borough,11768,10331,13205,11.3,9.9,12.7,3559,2903,4215,12.7,10.4,15,2232,1752,2712,10.9,8.5,13.3,72296,67381,77211,.,.,.,.,.,.
02,180,AK,Nome Census Area,2248,1861,2635,23.2,19.2,27.2,970,737,1203,28.8,21.9,35.7,637,469,805,26.5,19.5,33.5,53877,50000,57754,.,.,.,.,.,.
02,185,AK,North Slope Borough,1182,907,1457,12.2,9.4,15,412,297,527,16.5,11.9,21.1,262,182,342,15,10.4,19.6,82736,76858,88614,.,.,.,.,.,.
02,188,AK,Northwest Arctic Borough,1974,1644,2304,26,21.7,30.3,889,695,1083,33.1,25.9,40.3,575,435,715,30.7,23.2,38.2,53060,47482,58638,.,.,.,.,.,.
02,195,AK,Petersburg Borough,240,180,300,7.4,5.6,9.2,67,47,87,9.7,6.8,12.6,45,30,60,9.1,6.1,12.1,59176,52887,65465,.,.,.,.,.,.
02,198,AK,Prince of Wales-Hyder Census Area,1183,957,1409,18.5,15,22,349,260,438,24,17.9,30.1,208,144,272,19.5,13.5,25.5,46488,41686,51290,.,.,.,.,.,.
02,220,AK,Sitka Borough,694,526,862,8.1,6.1,10.1,183,131,235,10,7.2,12.8,114,79,149,8.2,5.7,10.7,69501,63336,75666,.,.,.,.,.,.
02,230,AK,Skagway Municipality,50,39,61,4.3,3.3,5.3,14,10,18,8.6,6.1,11.1,10,7,13,9.3,6.3,12.3,66991,59793,74189,.,.,.,.,.,.
02,240,AK,Southeast Fairbanks Census Area,872,667,1077,12.8,9.8,15.8,308,219,397,18,12.8,23.2,207,140,274,17.2,11.7,22.7,59382,53108,65656,.,.,.,.,.,.
02,261,AK,Valdez-Cordova Census Area,845,631,1059,9.2,6.9,11.5,253,177,329,11.9,8.3,15.5,171,115,227,11.3,7.6,15,86196,81333,91059,.,.,.,.,.,.
02,275,AK,Wrangell City and Borough,310,239,381,12.4,9.5,15.3,91,65,117,18.8,13.3,24.3,59,40,78,16.5,11.2,21.8,55696,50031,61361,.,.,.,.,.,.
02,282,AK,Yakutat Borough,92,69,115,15.3,11.4,19.2,35,25,45,30.7,21.7,39.7,25,17,33,33.8,23,44.6,59955,53822,66088,.,.,.,.,.,.
02,290,AK,Yukon-Koyukuk Census Area,1237,994,1480,23.2,18.6,27.8,426,309,543,29.3,21.3,37.3,274,189,359,26,17.9,34.1,37907,34349,41465,.,.,.,.,.,.
04,000,AZ,Arizona,1023337,1002773,1043901,14.9,14.6,15.2,336150,324723,347577,21,20.3,21.7,230386,220457,240315,19.7,18.9,20.5,56508,55999,57017,99130,93773,104487,23.4,22.1,24.7
04,001,AZ,Apache County,23426,21195,25657,33.1,29.9,36.3,8441,7454,9428,43.3,38.2,48.4,6116,5339,6893,42,36.7,47.3,33053,30432,35674,.,.,.,.,.,.
04,003,AZ,Cochise County,19219,15585,22853,16.1,13.1,19.1,6695,5131,8259,25,19.2,30.8,4524,3369,5679,23.5,17.5,29.5,48966,45543,52389,.,.,.,.,.,.
04,005,AZ,Coconino County,23946,20996,26896,18.4,16.1,20.7,6219,5049,7389,21.5,17.5,25.5,4529,3653,5405,21.5,17.3,25.7,54399,50725,58073,.,.,.,.,.,.
04,007,AZ,Gila County,12661,11056,14266,24.1,21,27.2,4125,3494,4756,39,33,45,2485,1966,3004,33.1,26.2,40,38897,35905,41889,.,.,.,.,.,.
04,009,AZ,Graham County,7213,5807,8619,20.9,16.8,25,2641,2073,3209,26.4,20.7,32.1,1868,1460,2276,25.7,20.1,31.3,46378,42430,50326,.,.,.,.,.,.
04,011,AZ,Greenlee County,948,736,1160,10.1,7.8,12.4,296,224,368,11.7,8.9,14.5,199,147,251,10.9,8.1,13.7,63557,56729,70385,.,.,.,.,.,.
04,012,AZ,La Paz County,4263,3303,5223,20.9,16.2,25.6,1108,846,1370,32.5,24.8,40.2,801,606,996,33.4,25.3,41.5,36389,32552,40226,.,.,.,.,.,.
04,013,AZ,Maricopa County,570402,551842,588962,13.5,13.1,13.9,196107,186272,205942,19.1,18.1,20.1,134940,127617,142263,18,17,19,62221,61696,62746,.,.,.,.,.,.
04,015,AZ,Mohave County,34891,30466,39316,17.3,15.1,19.5,10094,8194,11994,28.7,23.3,34.1,6583,5173,7993,25.1,19.7,30.5,42210,39971,44449,.,.,.,.,.,.
04,017,AZ,Navajo County,28216,25123,31309,26.4,23.5,29.3,10662,9078,12246,36.9,31.4,42.4,6779,5534,8024,31.9,26,37.8,40883,38598,43168,.,.,.,.,.,.
04,019,AZ,Pima County,165811,155669,175953,16.6,15.6,17.6,47691,42720,52662,22.5,20.2,24.8,31835,28117,35553,20.7,18.3,23.1,51392,50304,52480,.,.,.,.,.,.
04,021,AZ,Pinal County,52566,46394,58738,13,11.5,14.5,16456,13196,19716,17,13.6,20.4,10900,8560,13240,15.1,11.9,18.3,53114,51064,55164,.,.,.,.,.,.
04,023,AZ,Santa Cruz County,10858,8985,12731,23.6,19.5,27.7,4389,3505,5273,35.2,28.1,42.3,3258,2586,3930,35.1,27.9,42.3,39265,35296,43234,.,.,.,.,.,.
04,025,AZ,Yavapai County,31166,27027,35305,13.9,12.1,15.7,7643,6021,9265,20.7,16.3,25.1,5370,4199,6541,19.6,15.3,23.9,49860,47282,52438,.,.,.,.,.,.
04,027,AZ,Yuma County,37751,32653,42849,19,16.4,21.6,13582,11099,16065,26.1,21.3,30.9,10199,8349,12049,27.5,22.5,32.5,46013,43647,48379,.,.,.,.,.,.
05,000,AR,Arkansas,475883,463966,487800,16.3,15.9,16.7,155878,149187,162569,22.5,21.5,23.5,106559,100772,112346,21.2,20,22.4,45916,45181,46651,46339,43141,49537,24.8,23.1,26.5
05,001,AR,Arkansas County,3515,2851,4179,19.9,16.1,23.7,1058,788,1328,26.3,19.6,33,702,501,903,24.5,17.5,31.5,43752,39840,47664,.,.,.,.,.,.
05,003,AR,Ashley County,3980,3180,4780,19.8,15.8,23.8,1302,967,1637,28.5,21.2,35.8,905,649,1161,26.9,19.3,34.5,40495,36116,44874,.,.,.,.,.,.
05,005,AR,Baxter County,5650,4562,6738,13.9,11.2,16.6,1510,1095,1925,21,15.2,26.8,1048,739,1357,19.7,13.9,25.5,43011,40815,45207,.,.,.,.,.,.
05,007,AR,Benton County,24110,20547,27673,9.1,7.7,10.5,8105,6298,9912,11.6,9,14.2,5588,4233,6943,10.9,8.2,13.6,64728,61787,67669,.,.,.,.,.,.
05,009,AR,Boone County,5495,4392,6598,14.9,11.9,17.9,1793,1328,2258,21.6,16,27.2,1168,818,1518,19.5,13.7,25.3,41770,39304,44236,.,.,.,.,.,.
05,011,AR,Bradley County,2237,1723,2751,20.9,16.1,25.7,757,543,971,29.1,20.9,37.3,520,360,680,27,18.7,35.3,35950,32243,39657,.,.,.,.,.,.
05,013,AR,Calhoun County,772,587,957,15.2,11.5,18.9,208,152,264,21.4,15.6,27.2,144,101,187,19.9,13.9,25.9,42484,38154,46814,.,.,.,.,.,.
05,015,AR,Carroll County,4523,3615,5431,16.4,13.1,19.7,1563,1180,1946,25.8,19.5,32.1,1077,783,1371,24.1,17.5,30.7,38297,34375,42219,.,.,.,.,.,.
05,017,AR,Chicot County,2974,2313,3635,30.1,23.4,36.8,988,727,1249,42.2,31.1,53.3,683,488,878,38.9,27.8,50,31810,28764,34856,.,.,.,.,.,.
05,019,AR,Clark County,4142,3354,4930,21.4,17.3,25.5,1079,818,1340,25.9,19.6,32.2,700,504,896,23.1,16.6,29.6,40536,36464,44608,.,.,.,.,.,.
05,021,AR,Clay County,2673,2083,3263,18.1,14.1,22.1,803,591,1015,25.4,18.7,32.1,550,393,707,23.9,17.1,30.7,35164,32120,38208,.,.,.,.,.,.
05,023,AR,Cleburne County,3852,3180,4524,15.6,12.9,18.3,1125,866,1384,23.9,18.4,29.4,772,577,967,21.7,16.2,27.2,43170,39765,46575,.,.,.,.,.,.
05,025,AR,Cleveland County,1167,884,1450,14.3,10.8,17.8,378,273,483,21.1,15.3,26.9,259,181,337,18.7,13.1,24.3,47812,42931,52693,.,.,.,.,.,.
05,027,AR,Columbia County,5512,4638,6386,25.5,21.5,29.5,1549,1269,1829,32.5,26.6,38.4,1145,952,1338,34,28.3,39.7,38488,34536,42440,.,.,.,.,.,.
05,029,AR,Conway County,3543,2795,4291,17.2,13.6,20.8,1238,932,1544,26.8,20.2,33.4,868,642,1094,25.8,19.1,32.5,43519,38788,48250,.,.,.,.,.,.
05,031,AR,Craighead County,15354,12672,18036,14.9,12.3,17.5,5145,3822,6468,19.5,14.5,24.5,3509,2515,4503,18.8,13.5,24.1,49355,46377,52333,.,.,.,.,.,.
05,033,AR,Crawford County,10896,9186,12606,17.5,14.8,20.2,4307,3607,5007,28.1,23.5,32.7,3090,2567,3613,27.4,22.8,32,44850,40668,49032,.,.,.,.,.,.
05,035,AR,Crittenden County,10070,7994,12146,21.1,16.8,25.4,4225,3208,5242,31.9,24.2,39.6,2864,2088,3640,30.3,22.1,38.5,39272,35716,42828,.,.,.,.,.,.
05,037,AR,Cross County,3047,2338,3756,18.4,14.1,22.7,1148,836,1460,29.4,21.4,37.4,812,573,1051,28.8,20.3,37.3,41661,37786,45536,.,.,.,.,.,.
05,039,AR,Dallas County,1464,1141,1787,21,16.4,25.6,468,342,594,33.5,24.5,42.5,319,226,412,31.3,22.1,40.5,33739,29935,37543,.,.,.,.,.,.
