Table with column headers in row 3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
01,13,AL,Butler County,5792,4918,6667,29.4,25,33.9,1897,1566,2228,38.7,32,45.5,1166,921,1411,33.4,26.4,40.5,27794,25172,30416,,,,,,
01,15,AL,Calhoun County,21134,18212,24056,19,16.4,21.6,6999,5833,8165,26.7,22.3,31.2,4422,3590,5254,23.7,19.2,28.2,37340,35054,39625,,,,,,
01,17,AL,Chambers County,6974,5661,8287,20.7,16.8,24.5,2306,1828,2784,30.2,24,36.5,1597,1264,1930,28.6,22.6,34.5,30621,28252,32990,,,,,,
01,19,AL,Cherokee County,4420,3434,5406,18.4,14.3,22.5,1425,1091,1758,28.1,21.5,34.6,971,742,1200,25.5,19.5,31.5,38024,34956,41092,,,,,,
01,21,AL,Chilton County,7954,6670,9238,18.7,15.7,21.7,2851,2326,3377,27.5,22.4,32.6,1914,1526,2302,25.5,20.3,30.6,38916,36096,41737,,,,,,
01,23,AL,Choctaw County,3149,2444,3854,22.8,17.7,27.9,965,750,1180,29.8,23.1,36.4,644,498,790,26.7,20.7,32.8,31067,27953,34182,,,,,,
01,25,AL,Clarke County,7460,6479,8440,29.1,25.2,32.9,2500,2130,2870,37.9,32.3,43.5,1634,1364,1904,32.6,27.2,38,32729,29366,36091,,,,,,
01,27,AL,Clay County,2555,2074,3035,19.2,15.6,22.8,743,579,908,25.7,20,31.4,495,382,608,22.9,17.7,28.2,34831,31868,37793,,,,,,
01,29,AL,Cleburne County,2484,1928,3039,17,13.2,20.8,850,660,1040,25.3,19.7,31,586,455,717,23.9,18.6,29.3,37870,34201,41539,,,,,,
01,31,AL,Coffee County,7521,6271,8771,15.7,13.1,18.3,2836,2328,3345,24.6,20.2,29,1877,1517,2237,22.7,18.3,27,43296,40007,46585,,,,,,
01,33,AL,Colbert County,8648,7040,10256,16,13,19,2953,2364,3542,24.8,19.8,29.7,2007,1600,2414,22.9,18.2,27.5,37111,33793,40430,,,,,,
01,35,AL,Conecuh County,3529,2792,4266,27.5,21.8,33.3,1157,906,1408,39.2,30.7,47.7,776,598,954,36,27.7,44.2,26882,24104,29659,,,,,,
01,37,AL,Coosa County,1750,1345,2155,16.7,12.9,20.6,527,403,651,25.4,19.4,31.3,360,274,446,22.5,17.2,27.9,34795,31742,37848,,,,,,
01,39,AL,Covington County,8149,6923,9375,22.5,19.1,25.9,2645,2162,3128,32.2,26.3,38.1,1687,1331,2043,28.5,22.5,34.6,32179,29256,35102,,,,,,
01,41,AL,Crenshaw County,2801,2194,3407,20.6,16.1,25.1,955,744,1167,28.9,22.5,35.3,654,509,799,26.7,20.8,32.6,31849,28710,34989,,,,,,
01,43,AL,Cullman County,15578,13652,17505,19.3,16.9,21.7,4835,4066,5603,25.7,21.6,29.8,3149,2595,3703,23.2,19.1,27.3,37425,34574,40277,,,,,,
01,45,AL,Dale County,7506,5925,9087,16.2,12.8,19.6,2991,2309,3672,25.2,19.4,30.9,1910,1464,2356,23.2,17.8,28.7,41279,38624,43934,,,,,,
01,47,AL,Dallas County,14499,12790,16208,35,30.9,39.1,5912,5245,6578,52.7,46.8,58.6,3771,3286,4256,47.4,41.3,53.5,27088,24893,29283,,,,,,
01,49,AL,DeKalb County,14886,12935,16837,21.7,18.9,24.5,5619,4792,6447,32,27.3,36.8,3416,2748,4084,27.6,22.2,33,33919,30827,37010,,,,,,
01,51,AL,Elmore County,10373,8605,12142,14.2,11.8,16.6,3669,2980,4358,19.2,15.6,22.8,2299,1792,2806,16.6,13,20.3,50194,46427,53961,,,,,,
01,53,AL,Escambia County,7761,6287,9236,22,17.8,26.2,2541,2015,3066,29.9,23.7,36.1,1699,1337,2061,27.7,21.8,33.6,31443,29030,33857,,,,,,
01,55,AL,Etowah County,17467,14778,20157,17.2,14.5,19.8,6296,5121,7470,26.6,21.6,31.5,4134,3291,4977,24.1,19.2,29,38575,36820,40330,,,,,,
01,57,AL,Fayette County,3336,2606,4067,19.6,15.3,23.9,1023,790,1256,26.9,20.8,33,716,554,878,24.7,19.1,30.3,34262,31373,37150,,,,,,
01,59,AL,Franklin County,6699,5501,7897,21.8,17.9,25.7,2310,1812,2808,29.7,23.3,36.1,1563,1222,1904,29.5,23.1,35.9,32588,29500,35676,,,,,,
01,61,AL,Geneva County,4983,3866,6100,19.4,15.1,23.8,1672,1287,2058,30.1,23.1,37,1118,844,1392,27.8,21,34.6,31347,28415,34278,,,,,,
01,63,AL,Greene County,2477,1870,3084,28.4,21.4,35.3,884,677,1091,39.7,30.4,49,601,456,746,36.1,27.4,44.8,26131,23390,28872,,,,,,
01,65,AL,Hale County,4479,3512,5446,26.6,20.9,32.3,1568,1234,1902,35.4,27.9,42.9,1057,832,1282,31.5,24.8,38.2,30124,27131,33116,,,,,,
01,67,AL,Henry County,3076,2375,3776,18.7,14.4,22.9,1110,866,1354,28.9,22.5,35.3,758,588,928,26.4,20.5,32.3,35215,32274,38156,,,,,,
01,69,AL,Houston County,17485,15673,19298,17.7,15.9,19.5,6462,5625,7299,26.7,23.2,30.1,4198,3584,4812,24.2,20.6,27.7,38751,36977,40525,,,,,,
01,71,AL,Jackson County,8547,6954,10140,16.4,13.3,19.4,2841,2264,3419,24.3,19.3,29.2,1884,1459,2309,21.8,16.9,26.7,35015,32316,37714,,,,,,
01,73,AL,Jefferson County,107081,98508,115655,16.5,15.2,17.8,35746,31807,39685,22.9,20.4,25.4,24381,21633,27129,22.1,19.6,24.6,43312,41778,44845,,,,,,
01,75,AL,Lamar County,2551,1963,3139,18.2,14,22.4,780,599,962,25.8,19.8,31.8,527,402,652,24.1,18.4,29.8,31226,28319,34132,,,,,,
01,77,AL,Lauderdale County,12657,10277,15037,14.5,11.8,17.2,4061,3188,4935,21.8,17.1,26.5,2714,2114,3314,19.8,15.5,24.2,39096,36649,41543,,,,,,
01,79,AL,Lawrence County,5497,4357,6636,16.2,12.9,19.6,1778,1400,2156,22.9,18,27.8,1203,940,1466,21.1,16.5,25.7,36311,33545,39076,,,,,,
01,81,AL,Lee County,27316,24571,30060,20.7,18.6,22.8,6097,5051,7142,20.9,17.3,24.5,3950,3174,4726,18.8,15.1,22.5,37836,35473,40199,,,,,,
01,83,AL,Limestone County,10168,8299,12037,13.5,11,15.9,3543,2846,4239,19.1,15.4,22.9,2306,1817,2795,17.1,13.5,20.8,46610,43948,49272,,,,,,
01,85,AL,Lowndes County,3528,2794,4262,28.8,22.8,34.8,1239,972,1506,39.8,31.2,48.4,818,633,1003,36.1,27.9,44.2,28100,25304,30897,,,,,,
01,87,AL,Macon County,7494,6188,8799,38.6,31.8,45.3,1934,1572,2296,45.2,36.7,53.6,1352,1109,1595,43.2,35.4,50.9,26328,23653,29002,,,,,,
01,89,AL,Madison County,32925,28508,37341,10.3,8.9,11.7,11438,9466,13410,14.7,12.2,17.3,7392,6048,8736,13.1,10.7,15.4,57327,54637,60017,,,,,,
01,91,AL,Marengo County,5166,4161,6172,24.9,20.1,29.8,1717,1356,2078,32.3,25.5,39.1,1178,929,1427,30,23.7,36.4,31867,29339,34396,,,,,,
01,93,AL,Marion County,5980,4742,7218,21.2,16.8,25.6,1939,1528,2350,30.9,24.4,37.5,1304,1023,1585,28.9,22.6,35.1,32317,29219,35415,,,,,,
01,95,AL,Marshall County,17072,14747,19397,19.1,16.5,21.7,6210,5125,7295,26.2,21.6,30.8,4090,3349,4831,25.5,20.9,30.1,37506,34845,40167,,,,,,
01,97,AL,Mobile County,75425,68682,82168,18.7,17.1,20.4,28553,25228,31879,27.2,24,30.4,18906,16480,21332,25.2,22,28.4,39828,38326,41331,,,,,,
01,99,AL,Monroe County,5166,4078,6253,23.4,18.4,28.3,1875,1485,2265,33.2,26.3,40.1,1301,1035,1567,31,24.6,37.3,30920,28560,33280,,,,,,
01,101,AL,Montgomery County,42293,36785,47802,19.9,17.3,22.5,16024,13429,18618,29.1,24.4,33.8,10423,8644,12202,26.9,22.3,31.5,41084,38881,43287,,,,,,
01,103,AL,Morgan County,18397,15986,20807,15.9,13.8,18,6638,5577,7699,23.2,19.5,27,4300,3569,5031,20.9,17.3,24.4,40317,38071,42563,,,,,,
01,105,AL,Perry County,3026,2226,3826,31,22.8,39.2,1339,1021,1656,48.9,37.2,60.4,924,700,1148,46.9,35.6,58.3,24351,21995,26707,,,,,,
01,107,AL,Pickens County,5325,4530,6119,28,23.9,32.2,1516,1218,1814,34.1,27.4,40.8,1031,821,1241,31.1,24.8,37.4,29677,26791,32564,,,,,,
01,109,AL,Pike County,8015,6992,9038,27.6,24.1,31.1,2237,1849,2626,33.8,27.9,39.7,1396,1100,1692,30.2,23.8,36.6,31229,28281,34178,,,,,,
01,111,AL,Randolph County,4629,3690,5568,21.1,16.8,25.4,1460,1140,1781,28.6,22.3,34.9,971,747,1195,25.8,19.8,31.7,33869,30497,37241,,,,,,
01,113,AL,Russell County,9975,7939,12010,19.9,15.8,24,3879,2995,4763,31.4,24.2,38.5,2609,1998,3220,29.3,22.4,36.2,33537,30666,36409,,,,,,
01,115,AL,St. Clair County,10997,8940,13054,13.8,11.2,16.4,3650,2934,4365,19.3,15.5,23.1,2571,2059,3083,19.1,15.3,22.9,45601,42029,49174,,,,,,
01,117,AL,Shelby County,13085,10648,15521,6.9,5.6,8.2,4969,3918,6021,9.9,7.8,12,3288,2609,3967,9.2,7.3,11,65408,62619,68197,,,,,,
01,119,AL,Sumter County,4399,3484,5314,35.1,27.8,42.5,1269,985,1552,42.3,32.8,51.7,862,665,1059,38.7,29.9,47.6,22857,20494,25220,,,,,,
01,121,AL,Talladega County,14413,11818,17009,18.9,15.5,22.3,4831,3855,5807,26.5,21.1,31.8,3229,2567,3891,24.6,19.5,29.6,37260,34191,40328,,,,,,
01,123,AL,Tallapoosa County,7098,5556,8639,17.8,14,21.7,2523,1983,3062,28.1,22.1,34.1,1656,1283,2029,25.6,19.8,31.3,35702,32538,38867,,,,,,
01,125,AL,Tuscaloosa County,34591,31264,37918,19.9,17.9,21.8,9256,7985,10527,22.6,19.5,25.7,6325,5356,7294,21.7,18.4,25.1,41842,39657,44026,,,,,,
01,127,AL,Walker County,10828,9029,12628,16,13.3,18.7,3525,2827,4223,22.9,18.4,27.5,2407,1901,2913,21.7,17.1,26.3,36582,33943,39221,,,,,,
01,129,AL,Washington County,3271,2583,3960,19.3,15.2,23.3,1080,847,1313,26.5,20.8,32.3,752,592,912,24.4,19.2,29.6,36946,33245,40647,,,,,,
01,131,AL,Wilcox County,4226,3231,5220,34.6,26.4,42.7,1671,1294,2049,47.4,36.7,58.1,1126,861,1391,42.6,32.6,52.7,22611,21214,24009,,,,,,
01,133,AL,Winston County,5893,4961,6825,24.9,21,28.8,1910,1587,2232,36.4,30.2,42.5,1290,1070,1510,33.3,27.6,38.9,31062,27953,34171,,,,,,
02,0,AK,Alaska,61949,58489,65410,9.1,8.6,9.6,22221,20228,24213,12.3,11.2,13.4,13145,11501,14789,10.5,9.2,11.8,66712,65176,68247,8017,6908,9125,15.1,13,17.2
02,13,AK,Aleutians East Borough,380,281,479,13.9,10.2,17.5,39,29,49,12,8.9,15,23,16,30,10,6.9,13,50444,45462,55426,,,,,,
02,16,AK,Aleutians West Census Area,419,319,519,9.1,6.9,11.3,58,42,75,7.8,5.7,10.1,34,23,45,6.3,4.3,8.3,58174,52913,63436,,,,,,
02,20,AK,Anchorage Borough,21109,18333,23886,7.6,6.6,8.5,7528,6280,8775,10.4,8.7,12.1,4255,3388,5122,8.5,6.8,10.2,72210,69978,74443,,,,,,
02,50,AK,Bethel Census Area,3523,2713,4332,20.7,15.9,25.4,1692,1280,2103,28,21.2,34.8,1042,749,1335,25.4,18.3,32.6,41810,37940,45681,,,,,,
02,60,AK,Bristol Bay Borough,69,51,88,7.8,5.8,10,21,15,27,12.2,8.7,15.7,13,9,17,9.8,6.8,12.8,64418,57851,70985,,,,,,
02,68,AK,Denali Borough,88,64,112,4.8,3.5,6.1,16,12,21,3.8,2.9,5,10,7,13,3.2,2.2,4.2,62615,56024,69206,,,,,,
02,70,AK,Dillingham Census Area,912,661,1162,18.5,13.4,23.6,379,276,483,25,18.2,31.8,240,167,313,21.5,15,28,46580,41831,51328,,,,,,
02,90,AK,Fairbanks North Star Borough,7420,5902,8937,7.9,6.3,9.5,2563,1971,3155,10.1,7.8,12.5,1506,1105,1907,8.9,6.5,11.2,64691,59445,69936,,,,,,
02,100,AK,Haines Borough,236,173,299,9.8,7.2,12.5,67,49,85,14.4,10.5,18.2,42,29,55,12.1,8.3,15.8,48644,43697,53591,,,,,,
02,105,AK,Hoonah-Angoon Census Area,364,267,461,17.2,12.6,21.7,116,84,147,28,20.2,35.4,73,51,95,23,16,29.9,41824,37510,46137,,,,,,
02,110,AK,Juneau Borough,1988,1513,2463,6.6,5,8.2,580,440,721,8.5,6.4,10.6,321,223,419,6.6,4.6,8.6,73044,67809,78278,,,,,,
02,122,AK,Kenai Peninsula Borough,4636,3546,5726,8.7,6.7,10.7,1493,1094,1891,11.6,8.5,14.7,932,658,1206,10,7.1,12.9,57171,52634,61708,,,,,,
02,130,AK,Ketchikan Gateway Borough,1057,785,1330,8.3,6.1,10.4,348,255,440,11.1,8.1,14,209,146,272,9.2,6.4,11.9,58492,52519,64464,,,,,,
02,150,AK,Kodiak Island Borough,913,687,1139,6.9,5.2,8.6,312,230,393,8.2,6.1,10.4,183,129,237,6.8,4.8,8.8,62574,56501,68647,,,,,,
02,164,AK,Lake and Peninsula Borough,238,182,294,16.1,12.3,19.9,87,66,109,21,15.9,26.3,53,38,68,17.6,12.6,22.6,42236,37854,46619,,,,,,
02,170,AK,Matanuska-Susitna Borough,7564,6104,9025,8.7,7,10.4,2686,2063,3309,11.3,8.6,13.9,1624,1197,2051,9.5,7,12,70442,65318,75566,,,,,,
02,180,AK,Nome Census Area,1956,1563,2350,21.3,17,25.6,844,666,1021,28,22.1,33.8,511,385,637,26,19.6,32.4,48174,43763,52585,,,,,,
02,185,AK,North Slope Borough,521,379,663,7.8,5.7,9.9,156,112,199,7,5,9,95,66,124,6.6,4.6,8.6,75057,67521,82593,,,,,,
02,188,AK,Northwest Arctic Borough,1106,843,1369,15,11.4,18.5,399,301,497,15.5,11.7,19.3,251,183,319,14.3,10.4,18.2,52272,47020,57523,,,,,,
02,195,AK,Petersburg Census Area,346,257,435,9.2,6.8,11.6,98,72,123,12,8.8,15.1,59,41,77,9.3,6.5,12.1,51374,45984,56765,,,,,,
02,198,AK,Prince of Wales-Hyder Census Area,854,628,1081,15.4,11.3,19.5,279,205,353,21.3,15.6,26.9,174,123,225,17.3,12.2,22.4,43210,39770,46649,,,,,,
02,220,AK,Sitka Borough,657,491,822,7.6,5.7,9.6,179,131,227,9.1,6.7,11.6,105,73,137,7.7,5.3,10,59536,53636,65436,,,,,,
02,230,AK,Skagway Municipality,37,27,47,4,2.9,5.1,8,6,11,4.7,3.6,6.5,5,3,7,4.2,2.5,5.8,63947,58914,68981,,,,,,
02,240,AK,Southeast Fairbanks Census Area,854,634,1073,12.5,9.3,15.7,361,264,459,18,13.1,22.9,223,156,290,15.8,11.1,20.6,54749,49325,60174,,,,,,
02,261,AK,Valdez-Cordova Census Area,726,533,920,7.9,5.8,10,201,146,256,9,6.5,11.4,125,87,163,7.5,5.2,9.7,60780,55580,65980,,,,,,
02,270,AK,Wade Hampton Census Area,2383,1915,2851,30.9,24.8,37,1209,936,1481,39.2,30.4,48.1,727,535,919,35.3,26,44.6,30238,27383,33093,,,,,,
02,275,AK,Wrangell City and Borough,223,163,283,10.5,7.7,13.3,70,51,89,15.2,11.1,19.3,43,30,56,12,8.4,15.6,48021,43027,53014,,,,,,
02,282,AK,Yakutat Borough,95,70,121,14.1,10.4,18,32,23,40,21.3,15.3,26.7,20,14,26,17.5,12.3,22.8,52102,46922,57283,,,,,,
02,290,AK,Yukon-Koyukuk Census Area,1274,985,1563,22.7,17.6,27.9,401,299,503,28.3,21.1,35.5,247,176,318,23.7,16.9,30.5,32125,28937,35314,,,,,,
04,0,AZ,Arizona,1065728,1045152,1086305,16.5,16.1,16.8,396006,383185,408827,23.3,22.5,24,254203,243872,264534,21.4,20.6,22.3,48711,48242,49180,134617,127395,141838,26.4,25,27.9
04,1,AZ,Apache County,24530,21301,27758,35.4,30.7,40,9570,8087,11053,42.6,36,49.2,6327,5240,7414,38.6,31.9,45.2,28956,26295,31616,,,,,,
04,3,AZ,Cochise County,19982,16756,23209,16.2,13.6,18.8,7240,5797,8684,23.6,18.9,28.3,4965,3911,6019,23.2,18.3,28.2,43786,40680,46892,,,,,,
04,5,AZ,Coconino County,22789,19483,26094,18,15.4,20.6,7598,6072,9123,22.8,18.2,27.3,4961,3899,6023,21.5,16.9,26,49777,47569,51985,,,,,,
04,7,AZ,Gila County,10555,8452,12659,20.7,16.6,24.8,3742,2971,4512,32.1,25.5,38.7,2534,1995,3073,30.5,24,37,36764,33534,39994,,,,,,
04,9,AZ,Graham County,7242,5640,8843,21.5,16.8,26.3,2534,2000,3068,25.4,20.1,30.8,1699,1315,2083,24.3,18.8,29.8,40609,36603,44615,,,,,,
04,11,AZ,Greenlee County,872,695,1049,10.9,8.7,13.1,305,237,373,12.4,9.7,15.2,198,152,244,10.9,8.3,13.4,56855,51247,62464,,,,,,
04,12,AZ,La Paz County,5003,3983,6023,25.4,20.2,30.6,1390,1106,1675,37.4,29.8,45.1,964,769,1159,37.5,29.9,45.1,30939,27825,34053,,,,,,
04,13,AZ,Maricopa County,599393,579736,619049,15.1,14.6,15.6,232493,221634,243351,21.6,20.5,22.6,147673,140103,155243,19.8,18.8,20.8,53284,52419,54150,,,,,,
04,15,AZ,Mohave County,33981,29018,38943,17.8,15.2,20.3,12492,10100,14883,30.3,24.5,36.1,7981,6290,9672,27.3,21.5,33.1,39863,37621,42105,,,,,,
04,17,AZ,Navajo County,30282,25956,34609,27.4,23.5,31.3,12390,10480,14301,36.9,31.2,42.6,7733,6317,9149,32.1,26.3,38,34855,32157,37553,,,,,,
04,19,AZ,Pima County,189172,177065,201279,18.9,17.7,20.1,59308,53495,65122,25.3,22.8,27.7,37674,33387,41961,22.8,20.2,25.4,43243,42064,44423,,,,,,
04,21,AZ,Pinal County,44379,38598,50161,13.7,12,15.5,17614,15022,20206,19.9,17,22.8,12130,10320,13940,19.8,16.8,22.8,49088,47172,51005,,,,,,
04,23,AZ,Santa Cruz County,10903,9134,12671,25,21,29.1,4820,3929,5710,35,28.5,41.4,3357,2759,3955,34.4,28.3,40.6,35545,32413,38677,,,,,,
04,25,AZ,Yavapai County,29979,25783,34176,14.2,12.2,16.1,8578,6779,10377,20.9,16.5,25.3,5718,4464,6972,19.5,15.2,23.7,40837,39064,42609,,,,,,
04,27,AZ,Yuma County,36667,30719,42616,19.2,16.1,22.3,15932,13015,18849,28,22.9,33.1,10289,8169,12409,25.9,20.5,31.2,38251,35894,40609,,,,,,
05,0,AR,Arkansas,519026,506813,531240,18.5,18.1,18.9,185268,178772,191764,26.6,25.6,27.5,120867,115349,126385,24.4,23.3,25.6,37888,37289,38487,61707,58339,65076,30.8,29.1,32.5
05,1,AR,Arkansas County,3196,2415,3978,17.2,13,21.4,1171,889,1454,25.8,19.6,32,774,580,968,23,17.2,28.8,37693,34319,41067,,,,,,
05,3,AR,Ashley County,4703,3761,5645,21.7,17.4,26.1,1688,1321,2054,31.4,24.6,38.2,1107,843,1371,28,21.3,34.7,35773,32197,39350,,,,,,
05,5,AR,Baxter County,6854,5703,8006,16.5,13.8,19.3,2090,1640,2539,27.4,21.5,33.3,1342,1027,1657,24.2,18.5,29.9,33878,31259,36497,,,,,,
05,7,AR,Benton County,29049,25391,32708,13.1,11.4,14.7,10983,9268,12699,18.1,15.3,20.9,7032,5814,8250,16.3,13.5,19.2,49226,47373,51079,,,,,,
05,9,AR,Boone County,5892,4705,7079,16.3,13,19.5,2125,1640,2611,25.3,19.5,31,1396,1053,1739,22.6,17.1,28.2,37007,33895,40119,,,,,,
05,11,AR,Bradley County,3145,2436,3854,27.6,21.4,33.8,980,751,1208,36.2,27.7,44.6,648,490,806,34.8,26.3,43.3,29221,26244,32198,,,,,,
05,13,AR,Calhoun County,860,653,1068,17,12.9,21.1,260,198,321,23.4,17.8,28.9,177,133,221,21.2,15.9,26.5,34453,31053,37853,,,,,,
05,15,AR,Carroll County,4779,3684,5874,17.3,13.3,21.3,1716,1325,2108,28,21.6,34.4,1144,874,1414,26.1,20,32.3,35006,32361,37651,,,,,,
05,17,AR,Chicot County,3616,2849,4382,32.8,25.8,39.8,1237,960,1513,44.3,34.4,54.2,820,625,1015,41.3,31.5,51.2,25186,22655,27716,,,,,,
05,19,AR,Clark County,4705,3597,5813,22.1,16.9,27.3,1321,1011,1632,27.3,20.9,33.8,865,650,1080,25.4,19.1,31.7,33857,30437,37277,,,,,,
05,21,AR,Clay County,3123,2468,3778,20.3,16.1,24.6,957,744,1170,28.9,22.5,35.3,591,441,741,24.1,17.9,30.2,30568,28120,33017,,,,,,
05,23,AR,Cleburne County,4430,3623,5236,17.5,14.3,20.7,1347,1061,1633,26.7,21,32.3,931,739,1123,25.2,20,30.4,37583,34055,41111,,,,,,
05,25,AR,Cleveland County,1346,1037,1654,16,12.3,19.7,471,360,582,23.6,18,29.1,312,236,388,21.4,16.2,26.6,38476,34695,42258,,,,,,
05,27,AR,Columbia County,5793,4826,6760,25.7,21.4,30,1852,1486,2219,34.2,27.5,41,1200,940,1460,31,24.3,37.7,32620,29507,35733,,,,,,
05,29,AR,Conway County,4013,3287,4739,19.6,16.1,23.2,1390,1080,1699,28,21.7,34.2,885,667,1103,24.9,18.8,31.1,36356,32838,39873,,,,,,
05,31,AR,Craighead County,16615,14125,19105,17.9,15.2,20.6,5742,4791,6693,24.9,20.8,29.1,4005,3337,4673,24.8,20.7,29,39526,36411,42641,,,,,,
05,33,AR,Crawford County,10476,8863,12089,17.6,14.9,20.3,4093,3379,4807,26.2,21.6,30.7,2613,2099,3127,22.8,18.3,27.3,39618,36698,42538,,,,,,
05,35,AR,Crittenden County,14802,12934,16669,28.3,24.7,31.9,6007,5116,6898,39.3,33.5,45.2,4129,3523,4735,38,32.4,43.6,34099,31247,36952,,,,,,
05,37,AR,Cross County,3311,2495,4127,18.2,13.7,22.6,1265,959,1571,27.4,20.7,34,864,653,1075,25.3,19.1,31.5,35722,32385,39059,,,,,,
05,39,AR,Dallas County,1763,1380,2147,23.3,18.3,28.4,617,474,761,33.2,25.5,41,415,315,515,32.1,24.4,39.8,30454,27300,33607,,,,,,
05,41,AR,Desha County,3400,2626,4174,25.8,19.9,31.6,1264,974,1554,36.9,28.4,45.3,834,632,1036,34.3,26,42.6,28734,25852,31617,,,,,,
05,43,AR,Drew County,4213,3350,5077,23.4,18.6,28.2,1502,1197,1808,34.6,27.6,41.7,996,785,1207,32,25.2,38.8,31676,29041,34310,,,,,,
05,45,AR,Faulkner County,14790,12492,17087,14.3,12,16.5,4591,3690,5492,17.6,14.1,21.1,3063,2453,3673,16.6,13.3,19.9,48390,45243,51537,,,,,,
05,47,AR,Franklin County,3328,2617,4039,18.8,14.8,22.8,1220,951,1490,28.4,22.1,34.7,793,612,974,25.7,19.8,31.6,31666,29567,33765,,,,,,
05,49,AR,Fulton County,2628,2050,3207,23,17.9,28,902,716,1088,38.6,30.6,46.5,575,448,702,32.6,25.4,39.8,30831,27765,33897,,,,,,
05,51,AR,Garland County,14205,11936,16474,14.7,12.4,17.1,4794,3727,5861,23.6,18.3,28.8,3247,2513,3981,22.5,17.4,27.6,37427,35211,39644,,,,,,
05,53,AR,Grant County,2116,1595,2638,12.1,9.1,15,752,575,928,18.3,14,22.6,490,368,612,15.9,11.9,19.8,48610,44474,52746,,,,,,
05,55,AR,Greene County,5803,4437,7169,14.4,11,17.8,2177,1642,2713,21.7,16.3,27,1439,1066,1812,20,14.8,25.2,37997,34895,41099,,,,,,
05,57,AR,Hempstead County,6189,5175,7203,27.3,22.8,31.8,2419,2021,2818,41.9,35,48.8,1538,1249,1827,37.4,30.3,44.4,30735,27742,33728,,,,,,
05,59,AR,Hot Spring County,5253,4139,6366,17.2,13.6,20.9,1825,1388,2262,25.5,19.4,31.6,1220,917,1523,23.7,17.8,29.6,36387,34001,38773,,,,,,
