"Table 1: 2003 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 10.02.2006",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
15,9,HI,Maui County,14034,11011,17057,10.2,8,12.4,4647,3505,5789,14,10.6,17.4,2928,2123,3733,12.6,9.1,16,46915,44240,49752,,,,,,
16,0,ID,Idaho,160019,150088,169950,11.7,11,12.4,58905,53458,64352,15.9,14.4,17.4,35921,31919,39923,13.7,12.1,15.2,39859,38318,41401,20407,16806,24008,20.1,16.5,23.6
16,1,ID,Ada County,30292,23840,36743,9.3,7.3,11.3,10134,7653,12615,11.8,8.9,14.7,6110,4410,7810,10.1,7.3,12.9,49512,46874,52299,,,,,,
16,3,ID,Adams County,456,348,564,13.3,10.2,16.5,148,109,187,21.4,15.7,27.1,97,68,126,17.2,12,22.5,30697,28766,32758,,,,,,
16,5,ID,Bannock County,9895,7710,12079,13.4,10.4,16.4,3627,2719,4536,17.4,13,21.7,2199,1573,2825,15.7,11.3,20.2,38462,36221,40841,,,,,,
16,7,ID,Bear Lake County,700,539,861,11.1,8.6,13.7,280,207,352,15.7,11.6,19.8,175,124,226,13,9.2,16.8,34959,32841,37213,,,,,,
16,9,ID,Benewah County,1136,873,1400,12.9,9.9,15.8,389,286,492,17.7,13,22.4,248,174,322,15.4,10.8,20,33267,31229,35439,,,,,,
16,11,ID,Bingham County,5507,4287,6727,12.8,10,15.7,2436,1826,3047,17.8,13.4,22.3,1496,1070,1922,15.2,10.9,19.6,37992,35747,40377,,,,,,
16,13,ID,Blaine County,1325,994,1656,6.3,4.7,7.9,363,260,466,7.5,5.4,9.6,230,156,304,6.8,4.6,9,52568,49179,56191,,,,,,
16,15,ID,Boise County,738,565,911,10.1,7.7,12.4,273,196,349,16.5,11.9,21.1,182,124,240,14.1,9.6,18.6,40024,37560,42651,,,,,,
16,17,ID,Bonner County,5327,4096,6558,13.4,10.3,16.6,1767,1303,2231,19.9,14.6,25.1,1126,789,1463,16.6,11.6,21.6,34362,32278,36581,,,,,,
16,19,ID,Bonneville County,10288,8021,12556,11.6,9,14.1,4226,3171,5282,15.9,11.9,19.9,2478,1773,3183,13.1,9.4,16.9,45263,42616,48074,,,,,,
16,21,ID,Boundary County,1422,1093,1751,13.8,10.6,17,550,406,693,20.6,15.2,25.9,360,253,467,18.8,13.2,24.4,32658,30668,34778,,,,,,
16,23,ID,Butte County,396,302,490,14,10.7,17.4,149,108,190,19.7,14.3,25.2,97,67,127,17.3,12,22.7,32176,30188,34295,,,,,,
16,25,ID,Camas County,74,55,93,7.3,5.5,9.2,18,13,23,8.9,6.4,11.4,11,7,15,7.2,4.8,9.5,35500,33284,37865,,,,,,
16,27,ID,Canyon County,20869,16318,25420,13.4,10.5,16.3,8981,6747,11214,19.1,14.3,23.8,5266,3773,6759,16.3,11.7,20.9,37701,35588,39938,,,,,,
16,29,ID,Caribou County,719,552,885,10,7.7,12.3,263,195,332,13.3,9.8,16.8,167,118,216,11.4,8,14.7,41362,38794,44100,,,,,,
16,31,ID,Cassia County,3060,2373,3747,14.4,11.2,17.7,1368,1020,1716,20.2,15.1,25.3,856,608,1104,17.7,12.6,22.8,34287,32195,36515,,,,,,
16,33,ID,Clark County,146,111,182,16.1,12.2,20.1,61,44,78,22.6,16.4,28.8,40,28,52,20.2,14,26.4,32218,30040,34554,,,,,,
16,35,ID,Clearwater County,1003,777,1228,12.9,10,15.8,332,243,421,20.6,15.1,26.1,214,148,280,17.2,12,22.5,33366,31359,35501,,,,,,
16,37,ID,Custer County,497,379,614,12.1,9.2,14.9,143,104,181,16.7,12.2,21.2,95,66,124,13.8,9.6,18.1,32854,30800,35045,,,,,,
16,39,ID,Elmore County,2915,2242,3589,11.7,9,14.4,1147,843,1452,14.3,10.5,18.1,727,508,946,13.3,9.3,17.3,36748,34479,39167,,,,,,
16,41,ID,Franklin County,1173,901,1445,9.6,7.4,11.9,581,426,735,14.1,10.4,17.8,351,245,457,11.8,8.2,15.4,38922,36569,41426,,,,,,
16,43,ID,Fremont County,1561,1186,1937,13.1,10,16.3,672,488,856,18.6,13.5,23.7,423,291,555,16.5,11.4,21.7,36174,33845,38664,,,,,,
16,45,ID,Gem County,1855,1440,2270,11.7,9.1,14.4,723,536,909,18,13.4,22.7,455,321,589,15.3,10.8,19.8,35682,33551,37949,,,,,,
16,47,ID,Gooding County,1659,1282,2036,11.7,9.1,14.4,677,501,852,17.1,12.7,21.6,462,322,602,16.5,11.5,21.5,33351,31288,35550,,,,,,
16,49,ID,Idaho County,2258,1745,2770,14.9,11.6,18.3,712,527,896,20.9,15.5,26.3,453,319,587,17.8,12.5,23.1,30309,28485,32250,,,,,,
16,51,ID,Jefferson County,2281,1745,2817,11,8.4,13.5,1048,770,1326,15.4,11.3,19.5,655,458,852,13.2,9.2,17.2,41522,38908,44312,,,,,,
16,53,ID,Jerome County,2456,1900,3012,12.8,9.9,15.7,1024,762,1286,17.9,13.3,22.5,646,458,834,16,11.4,20.7,34844,32684,37148,,,,,,
16,55,ID,Kootenai County,12616,9873,15359,10.4,8.2,12.7,4430,3335,5526,14.7,11,18.3,2617,1881,3353,11.8,8.5,15.1,40116,37829,42542,,,,,,
16,57,ID,Latah County,4341,3357,5325,14,10.8,17.1,953,714,1193,14.2,10.6,17.7,530,378,682,11.5,8.2,14.7,35639,33471,37948,,,,,,
16,59,ID,Lemhi County,1050,803,1298,13.4,10.3,16.6,349,256,442,20.1,14.7,25.4,229,159,299,16.6,11.6,21.7,30151,28292,32132,,,,,,
16,61,ID,Lewis County,461,352,569,12.3,9.4,15.2,171,125,217,20.1,14.7,25.5,107,74,140,16.8,11.6,21.9,33700,31542,36005,,,,,,
16,63,ID,Lincoln County,473,361,585,11,8.4,13.6,197,144,250,15.9,11.6,20.2,128,88,168,14.4,9.9,18.8,35669,33372,38125,,,,,,
16,65,ID,Madison County,4625,3422,5829,15.5,11.5,19.6,1042,766,1318,13.4,9.8,16.9,649,453,845,13,9.1,16.9,32448,30392,34644,,,,,,
16,67,ID,Minidoka County,2537,1945,3129,13.3,10.2,16.4,1004,738,1270,18.1,13.3,23,630,441,819,16,11.2,20.7,32272,30234,34447,,,,,,
16,69,ID,Nez Perce County,4403,3376,5431,11.8,9.1,14.6,1355,998,1711,16.3,12,20.6,831,583,1079,13.9,9.7,18,37151,34889,39559,,,,,,
16,71,ID,Oneida County,424,324,524,10.3,7.9,12.7,155,113,196,13.6,9.9,17.2,102,71,133,11.9,8.3,15.6,36421,34174,38816,,,,,,
16,73,ID,Owyhee County,1759,1349,2169,16.1,12.3,19.8,756,558,954,23.5,17.3,29.6,481,338,624,20.6,14.5,26.8,29575,27726,31548,,,,,,
16,75,ID,Payette County,2879,2230,3528,13.4,10.4,16.4,1175,877,1474,19.5,14.5,24.4,754,536,972,17,12.1,21.9,35551,33413,37827,,,,,,
16,77,ID,Power County,1066,816,1316,14.4,11,17.7,455,336,574,20.5,15.1,25.9,297,208,386,17.9,12.5,23.3,33083,30892,35431,,,,,,
16,79,ID,Shoshone County,2100,1626,2575,16.6,12.9,20.4,692,514,870,26.1,19.4,32.7,441,312,570,21.8,15.5,28.2,29423,27647,31313,,,,,,
16,81,ID,Teton County,649,488,810,9,6.7,11.2,265,186,343,12,8.5,15.6,179,119,239,11.9,7.9,15.8,44338,41433,47446,,,,,,
16,83,ID,Twin Falls County,8491,6613,10370,12.7,9.9,15.5,3055,2289,3822,17.4,13,21.8,1857,1327,2387,14.8,10.6,19.1,36415,34255,38711,,,,,,
16,85,ID,Valley County,776,601,951,9.8,7.6,12,244,181,307,15.3,11.4,19.3,153,108,198,12.7,9,16.4,39469,37073,42019,,,,,,
16,87,ID,Washington County,1362,1047,1678,13.7,10.5,16.9,516,382,650,20.1,14.9,25.3,317,223,411,17.1,12,22.1,30922,29024,32944,,,,,,
17,0,IL,Illinois,1426978,1346150,1507806,11.4,10.8,12.1,505048,465636,544459,15.6,14.4,16.8,333173,301417,364929,14.3,13,15.7,47367,45872,48863,154707,131219,178196,17.6,14.9,20.2
17,1,IL,Adams County,7222,5634,8811,11.2,8.7,13.7,2351,1769,2932,14.9,11.2,18.6,1563,1124,2002,13.4,9.6,17.1,37195,35010,39517,,,,,,
17,3,IL,Alexander County,1940,1477,2403,22.3,17,27.6,792,580,1004,34.4,25.2,43.6,559,389,729,34.3,23.9,44.7,25316,23706,27037,,,,,,
17,5,IL,Bond County,1687,1284,2091,10.8,8.2,13.3,507,374,640,13.9,10.3,17.6,336,235,437,12.4,8.7,16.1,38468,36118,40970,,,,,,
17,7,IL,Boone County,3699,2854,4544,7.7,5.9,9.4,1391,1033,1748,10.6,7.9,13.3,892,630,1154,9.1,6.4,11.7,53184,49920,56662,,,,,,
17,9,IL,Brown County,562,408,715,11.6,8.4,14.8,133,97,169,12.2,8.9,15.5,94,65,123,11.4,7.9,14.9,35520,33235,37961,,,,,,
17,11,IL,Bureau County,2992,2297,3688,8.6,6.6,10.6,992,736,1248,12.1,9,15.2,668,472,864,11.1,7.8,14.3,41960,39395,44692,,,,,,
17,13,IL,Calhoun County,444,338,549,8.6,6.6,10.6,113,83,144,10.8,7.9,13.7,78,54,102,9.6,6.7,12.5,37849,35459,40400,,,,,,
17,15,IL,Carroll County,1573,1211,1936,9.7,7.5,12,524,389,660,14.5,10.8,18.3,361,254,468,13.3,9.4,17.3,37457,35115,39956,,,,,,
17,17,IL,Cass County,1426,1095,1757,10.5,8,12.9,472,347,597,14.2,10.4,17.9,327,229,425,13.7,9.6,17.8,36154,33941,38512,,,,,,
17,19,IL,Champaign County,21419,16506,26331,12.6,9.7,15.5,5490,4113,6867,14.6,10.9,18.3,3547,2533,4561,13.5,9.6,17.3,39381,36931,41994,,,,,,
17,21,IL,Christian County,3543,2722,4364,10.5,8.1,13,1223,909,1538,15.3,11.4,19.2,807,570,1044,13.5,9.5,17.4,38301,35928,40831,,,,,,
17,23,IL,Clark County,1723,1320,2126,10.3,7.9,12.7,608,449,766,15.4,11.4,19.4,420,296,544,13.8,9.7,17.9,37434,35144,39873,,,,,,
17,25,IL,Clay County,1627,1247,2006,11.7,9,14.5,519,383,655,15.8,11.6,19.9,358,251,465,15.1,10.6,19.6,32850,30812,35024,,,,,,
17,27,IL,Clinton County,2512,1932,3091,7.4,5.7,9.1,731,541,921,8.9,6.6,11.2,488,342,634,7.8,5.5,10.1,46985,44146,50007,,,,,,
17,29,IL,Coles County,6341,4890,7791,13.2,10.2,16.2,1534,1137,1932,15.5,11.5,19.5,1013,715,1311,14.6,10.3,18.9,33793,31699,36025,,,,,,
17,31,IL,Cook County,767945,620781,915110,14.6,11.8,17.4,282891,220164,345618,20.6,16,25.2,187139,140132,234146,19.3,14.5,24.2,42723,41180,44323,,,,,,
17,33,IL,Crawford County,2182,1675,2689,11.7,9,14.4,691,511,871,16.7,12.3,21,473,333,613,15.1,10.6,19.5,35570,33369,37916,,,,,,
17,35,IL,Cumberland County,1094,840,1347,10,7.7,12.3,391,289,494,14.7,10.8,18.5,262,184,340,13,9.1,16.9,37591,35256,40082,,,,,,
17,37,IL,DeKalb County,8137,6209,10065,9.3,7.1,11.5,1934,1434,2435,9.2,6.8,11.6,1264,891,1637,8.4,5.9,10.8,46054,43200,49097,,,,,,
17,39,IL,De Witt County,1615,1242,1989,9.8,7.6,12.1,580,430,730,14.9,11,18.7,386,273,499,13.6,9.6,17.6,42052,39440,44837,,,,,,
17,41,IL,Douglas County,1587,1208,1965,8,6.1,9.9,623,456,791,12,8.8,15.2,399,275,523,10.8,7.4,14.1,42700,39981,45604,,,,,,
17,43,IL,DuPage County,53746,42212,65279,5.8,4.6,7.1,15306,11566,19046,6.3,4.8,7.9,9787,7082,12492,5.6,4,7.1,64377,60850,68109,,,,,,
17,45,IL,Edgar County,2133,1636,2629,11.5,8.8,14.2,710,525,894,16.8,12.4,21.1,476,335,617,15.2,10.7,19.7,34985,32800,37316,,,,,,
17,47,IL,Edwards County,615,469,760,9.1,7,11.3,185,136,234,12.6,9.3,16,130,90,170,12,8.3,15.6,36349,34074,38776,,,,,,
17,49,IL,Effingham County,3040,2330,3750,8.8,6.8,10.9,1075,798,1353,11.8,8.7,14.8,711,502,920,10.3,7.3,13.4,41797,39191,44577,,,,,,
17,51,IL,Fayette County,2616,2007,3226,13.1,10,16.1,880,652,1108,18.2,13.5,22.9,590,416,764,16.4,11.6,21.3,32629,30624,34764,,,,,,
17,53,IL,Ford County,1121,857,1386,8.1,6.2,10,375,276,474,10.9,8.1,13.8,254,178,330,9.9,7,12.9,40978,38442,43681,,,,,,
17,55,IL,Franklin County,5770,4435,7106,14.8,11.3,18.2,1994,1480,2507,22.9,17,28.8,1350,954,1746,21.2,15,27.4,31173,29251,33220,,,,,,
17,57,IL,Fulton County,3973,3063,4883,11.3,8.7,13.9,1319,981,1657,16.9,12.5,21.2,893,630,1156,15.3,10.8,19.9,35458,33306,37748,,,,,,
17,59,IL,Gallatin County,975,741,1208,15.8,12,19.6,319,234,405,24.6,18,31.1,224,156,292,22.9,16,29.9,28413,26533,30426,,,,,,
17,61,IL,Greene County,1737,1331,2142,12.2,9.4,15.1,593,438,748,17.6,13,22.2,413,291,535,16.1,11.3,20.9,33687,31625,35884,,,,,,
17,63,IL,Grundy County,2462,1899,3026,6,4.6,7.4,782,579,985,7.9,5.8,9.9,525,371,679,7.1,5,9.2,56437,52966,60135,,,,,,
17,65,IL,Hamilton County,1011,773,1248,12.2,9.4,15.1,327,240,415,17.8,13,22.5,229,160,298,16.5,11.5,21.5,32046,30074,34147,,,,,,
17,67,IL,Hancock County,1878,1436,2320,9.8,7.5,12.1,624,460,789,14.4,10.6,18.1,419,294,544,12.8,9,16.7,38060,35651,40632,,,,,,
17,69,IL,Hardin County,682,519,845,15,11.4,18.5,201,147,256,22.6,16.5,28.7,141,98,184,21.8,15.1,28.4,29775,27890,31787,,,,,,
17,71,IL,Henderson County,817,624,1009,10.2,7.8,12.6,271,199,342,16.4,12.1,20.8,190,133,247,14.7,10.3,19.1,37024,34767,39427,,,,,,
17,73,IL,Henry County,4187,3234,5140,8.3,6.4,10.2,1395,1034,1755,11.9,8.8,15,933,659,1207,10.5,7.4,13.6,42500,39874,45298,,,,,,
17,75,IL,Iroquois County,2963,2274,3653,9.8,7.6,12.1,1032,766,1298,14.4,10.7,18.1,696,492,900,12.9,9.1,16.7,38932,36509,41516,,,,,,
17,77,IL,Jackson County,10325,7922,12729,19.3,14.8,23.8,2629,1960,3299,24.6,18.4,30.9,1750,1243,2257,23.5,16.7,30.4,27093,25322,28987,,,,,,
17,79,IL,Jasper County,1005,766,1243,10.1,7.7,12.4,341,250,432,14.7,10.8,18.7,239,166,312,13.5,9.4,17.6,37733,35342,40285,,,,,,
17,81,IL,Jefferson County,5221,4037,6404,13.7,10.6,16.8,1889,1404,2374,20.4,15.2,25.6,1274,904,1644,18.7,13.3,24.2,34678,32599,36891,,,,,,
17,83,IL,Jersey County,1808,1393,2224,8.4,6.5,10.3,590,438,742,11.8,8.7,14.8,405,286,524,10.6,7.5,13.7,43789,41142,46607,,,,,,
17,85,IL,Jo Daviess County,1694,1293,2095,7.5,5.7,9.3,501,368,635,10.4,7.6,13.1,341,238,444,9.4,6.5,12.2,41738,39168,44476,,,,,,
17,87,IL,Johnson County,1356,1024,1688,12.7,9.6,15.8,395,288,502,16.9,12.3,21.5,261,180,342,15.6,10.8,20.5,34867,32697,37182,,,,,,
17,89,IL,Kane County,34646,27123,42169,7.4,5.8,9,13433,10130,16737,9.7,7.3,12.1,8307,5990,10624,8.5,6.2,10.9,59786,56384,63394,,,,,,
17,91,IL,Kankakee County,11722,9093,14350,11.3,8.8,13.8,4488,3367,5610,16.1,12,20.1,3022,2163,3881,15.1,10.8,19.3,42002,39471,44695,,,,,,
17,93,IL,Kendall County,2992,2287,3697,4.1,3.1,5.1,1027,757,1296,5.2,3.8,6.5,690,486,894,4.8,3.4,6.2,72061,67575,76844,,,,,,
17,95,IL,Knox County,6344,4878,7810,12.6,9.7,15.6,2130,1584,2677,18.5,13.8,23.3,1417,1004,1830,17,12.1,22,35093,32927,37401,,,,,,
17,97,IL,Lake County,46414,36515,56312,6.8,5.4,8.3,16420,12447,20393,8.3,6.3,10.3,10682,7749,13615,7.4,5.4,9.4,66447,62780,70328,,,,,,
17,99,IL,La Salle County,11164,8707,13620,10.1,7.9,12.4,3704,2790,4618,13.8,10.4,17.2,2422,1744,3100,12.3,8.8,15.7,41923,39432,44570,,,,,,
17,101,IL,Lawrence County,1849,1416,2282,12.5,9.6,15.5,575,423,727,17.6,13,22.3,408,285,531,16.9,11.8,22,31836,29869,33934,,,,,,
17,103,IL,Lee County,2942,2259,3626,8.8,6.8,10.9,893,662,1124,11.2,8.3,14.1,601,424,778,9.8,6.9,12.6,41893,39327,44627,,,,,,
17,105,IL,Livingston County,3503,2692,4314,9.7,7.4,11.9,1126,836,1417,12.2,9,15.3,752,531,973,11.1,7.9,14.4,43812,41140,46657,,,,,,
17,107,IL,Logan County,2788,2150,3425,10.5,8.1,12.9,850,633,1066,13.4,10,16.8,570,406,734,12.2,8.7,15.7,39020,36655,41538,,,,,,
17,109,IL,McDonough County,4360,3309,5410,15.9,12.1,19.7,988,732,1245,18.7,13.9,23.6,669,472,866,17.5,12.4,22.7,31782,29746,33958,,,,,,
17,111,IL,McHenry County,13095,10155,16035,4.4,3.4,5.4,4088,3041,5135,4.9,3.6,6.1,2769,1965,3573,4.5,3.2,5.8,68225,64204,72498,,,,,,
17,113,IL,McLean County,13813,10676,16951,9.4,7.3,11.5,3653,2725,4582,10.1,7.5,12.6,2390,1698,3082,9.2,6.6,11.9,50317,47223,53614,,,,,,
17,115,IL,Macon County,14530,11320,17740,13.5,10.5,16.5,5198,3915,6481,19.4,14.6,24.2,3272,2355,4189,16.9,12.2,21.7,37410,35166,39797,,,,,,
17,117,IL,Macoupin County,4946,3815,6077,10.3,8,12.7,1643,1225,2062,14.8,11.1,18.6,1105,785,1425,13.4,9.5,17.3,38609,36248,41124,,,,,,
17,119,IL,Madison County,27617,21558,33677,10.6,8.3,12.9,9420,7109,11730,15,11.3,18.7,6320,4559,8081,13.8,9.9,17.6,43835,41271,46560,,,,,,
17,121,IL,Marion County,5374,4172,6576,13.5,10.5,16.5,2054,1536,2572,21,15.7,26.2,1371,978,1764,19.1,13.7,24.6,34716,32618,36948,,,,,,
17,123,IL,Marshall County,1015,775,1256,7.8,6,9.7,329,240,417,11.2,8.2,14.2,218,152,284,9.7,6.8,12.7,42709,40070,45521,,,,,,
17,125,IL,Mason County,1733,1326,2139,11,8.4,13.5,626,462,790,17.3,12.8,21.8,423,297,549,15.7,11,20.3,36428,34152,38856,,,,,,
17,127,IL,Massac County,1992,1524,2459,13.2,10.1,16.4,707,520,894,20.3,14.9,25.6,476,334,618,19.2,13.5,25,34233,32121,36485,,,,,,
17,129,IL,Menard County,1066,815,1317,8.5,6.5,10.5,364,267,461,11.9,8.8,15.1,256,179,333,10.8,7.6,14.1,49088,46054,52321,,,,,,
17,131,IL,Mercer County,1452,1109,1795,8.6,6.6,10.7,473,349,597,12.3,9.1,15.5,324,227,421,11.2,7.9,14.5,44244,41458,47216,,,,,,
17,133,IL,Monroe County,1231,939,1522,4.1,3.1,5,315,230,400,4.3,3.1,5.5,199,137,261,3.6,2.5,4.7,60910,57140,64928,,,,,,
17,135,IL,Montgomery County,3480,2673,4287,12.5,9.6,15.3,1117,826,1408,16.6,12.2,20.9,742,524,960,14.7,10.4,19,34652,32499,36949,,,,,,
17,137,IL,Morgan County,3855,2977,4734,11.7,9,14.3,1252,928,1577,16.4,12.2,20.7,834,589,1079,15.1,10.7,19.5,37611,35329,40041,,,,,,
17,139,IL,Moultrie County,1171,896,1445,8.3,6.4,10.3,397,292,501,11.4,8.4,14.4,279,195,363,10.9,7.6,14.2,40705,38202,43372,,,,,,
17,141,IL,Ogle County,4267,3295,5238,8,6.2,9.8,1310,976,1644,9.8,7.3,12.3,868,616,1120,8.5,6,10.9,46826,43986,49849,,,,,,
17,143,IL,Peoria County,23654,18446,28861,13.4,10.4,16.3,8899,6716,11082,19.7,14.8,24.5,5927,4277,7577,18.5,13.4,23.7,41279,38862,43848,,,,,,
17,145,IL,Perry County,2699,2064,3334,13.3,10.1,16.4,826,611,1042,17.3,12.8,21.9,560,394,726,15.9,11.2,20.7,34067,31969,36303,,,,,,
17,147,IL,Piatt County,983,753,1214,6,4.6,7.4,282,207,357,7.5,5.5,9.5,190,132,248,6.6,4.6,8.5,47971,45017,51118,,,,,,
17,149,IL,Pike County,2053,1574,2533,12.5,9.6,15.4,689,509,869,18,13.3,22.7,477,336,618,16.6,11.7,21.6,33191,31168,35347,,,,,,
17,151,IL,Pope County,598,453,744,14.2,10.7,17.6,162,116,208,20.4,14.6,26.3,118,80,156,20.3,13.7,26.8,30710,28790,32758,,,,,,
17,153,IL,Pulaski County,1341,1022,1661,19.9,15.2,24.7,540,392,687,30.1,21.9,38.4,385,265,505,29.8,20.5,39.1,26668,25014,28430,,,,,,
17,155,IL,Putnam County,397,302,492,6.5,4.9,8.1,128,92,163,9.2,6.6,11.7,92,63,121,8.7,6,11.5,46857,43994,49906,,,,,,
17,157,IL,Randolph County,3396,2604,4189,11.4,8.7,14,1123,833,1413,15.8,11.7,19.9,743,525,961,14.3,10.1,18.6,37323,35033,39761,,,,,,
17,159,IL,Richland County,1884,1441,2327,11.9,9.1,14.7,606,448,764,16.7,12.4,21.1,409,288,530,15.4,10.9,20,33297,31177,35561,,,,,,
17,161,IL,Rock Island County,16635,12948,20321,11.6,9,14.1,5948,4478,7419,17.3,13,21.6,3923,2818,5028,16.1,11.5,20.6,38734,36410,41206,,,,,,
17,163,IL,St. Clair County,36914,28766,45062,14.5,11.3,17.6,14555,10973,18136,21.3,16.1,26.5,9498,6842,12154,19,13.7,24.4,40786,38416,43302,,,,,,
17,165,IL,Saline County,3769,2889,4650,15,11.5,18.5,1350,992,1709,23.4,17.2,29.6,926,648,1204,22.1,15.5,28.8,30273,28401,32268,,,,,,
17,167,IL,Sangamon County,19160,14915,23405,10.1,7.8,12.3,6742,5078,8407,14.6,11,18.2,4367,3142,5592,13.1,9.4,16.7,44878,42222,47700,,,,,,
17,169,IL,Schuyler County,658,503,813,9.5,7.3,11.7,190,140,241,12.8,9.4,16.3,137,95,179,12,8.4,15.7,37464,35179,39897,,,,,,
17,171,IL,Scott County,514,392,636,9.5,7.3,11.8,166,121,211,13.1,9.6,16.7,118,82,154,12.3,8.5,16,37822,35465,40336,,,,,,
17,173,IL,Shelby County,2086,1601,2571,9.4,7.2,11.6,647,478,817,12.6,9.3,15.9,442,311,573,11.2,7.9,14.6,37589,35251,40081,,,,,,
17,175,IL,Stark County,557,425,689,9.2,7,11.4,195,143,247,13.6,10,17.2,136,95,177,12.5,8.7,16.2,37506,35109,40067,,,,,,
17,177,IL,Stephenson County,4881,3750,6012,10.2,7.9,12.6,1686,1252,2120,14.7,10.9,18.4,1105,781,1429,13,9.2,16.9,40581,38064,43264,,,,,,
17,179,IL,Tazewell County,10228,7929,12526,8.1,6.3,9.9,3280,2452,4108,11,8.2,13.8,2090,1489,2691,9.6,6.8,12.3,47122,44263,50166,,,,,,
17,181,IL,Union County,2459,1883,3036,13.7,10.5,16.9,792,586,998,19.8,14.6,24.9,541,381,701,18.1,12.7,23.4,33105,31049,35297,,,,,,
17,183,IL,Vermilion County,11215,8632,13797,14,10.8,17.2,4203,3123,5283,20.9,15.5,26.2,2785,1971,3599,19.2,13.6,24.8,34894,32767,37159,,,,,,
17,185,IL,Wabash County,1426,1089,1764,11.4,8.7,14.1,437,320,554,15.5,11.3,19.6,302,211,393,14.2,9.9,18.5,36920,34659,39329,,,,,,
17,187,IL,Warren County,1835,1404,2266,11,8.4,13.6,597,441,753,15.5,11.5,19.6,403,283,523,14.3,10.1,18.6,36525,34301,38893,,,,,,
17,189,IL,Washington County,1077,822,1332,7.2,5.5,8.9,334,245,424,9.7,7.1,12.3,224,156,292,8.6,6,11.2,43000,40323,45854,,,,,,
17,191,IL,Wayne County,2010,1542,2477,12,9.2,14.7,635,468,802,16.3,12.1,20.6,433,304,562,15.5,10.9,20.1,32965,30935,35129,,,,,,
17,193,IL,White County,1798,1379,2217,12.1,9.2,14.9,546,403,688,17.8,13.1,22.4,370,260,480,16.5,11.6,21.4,32337,30290,34524,,,,,,
17,195,IL,Whiteside County,5567,4303,6830,9.4,7.3,11.5,1904,1422,2386,13.4,10,16.8,1266,901,1631,12.1,8.6,15.6,39308,36828,41956,,,,,,
17,197,IL,Will County,40197,31458,48935,6.6,5.2,8,13963,10536,17389,8,6.1,10,9184,6634,11734,7.2,5.2,9.2,63469,59879,67273,,,,,,
17,199,IL,Williamson County,8362,6437,10287,13.6,10.5,16.7,2807,2090,3524,20.1,15,25.3,1865,1323,2407,18.3,13,23.7,34760,32639,37019,,,,,,
17,201,IL,Winnebago County,34686,27107,42266,12.2,9.6,14.9,13280,10025,16535,18.1,13.7,22.5,8611,6212,11010,16.2,11.7,20.7,42707,40211,45359,,,,,,
17,203,IL,Woodford County,2173,1654,2692,6,4.6,7.5,727,535,918,8,5.9,10.1,495,347,643,7.2,5,9.3,53575,50310,57051,,,,,,
18,0,IN,Indiana,609645,570409,648882,10,9.3,10.6,217420,197186,237654,13.7,12.4,14.9,129878,114590,145166,11.4,10.1,12.7,43323,41972,44675,76413,63650,89175,18,15,21
18,1,IN,Adams County,3294,2502,4087,9.8,7.4,12.2,1608,1163,2053,15.4,11.2,19.7,1009,690,1328,13.6,9.3,17.9,42058,39442,44847,,,,,,
18,3,IN,Allen County,34712,27104,42320,10.2,8,12.5,13178,9907,16449,13.9,10.4,17.3,7761,5553,9969,11.5,8.3,14.8,43059,40579,45690,,,,,,
18,5,IN,Bartholomew County,6065,4664,7465,8.4,6.4,10.3,2125,1575,2676,11.1,8.3,14,1303,916,1690,9.5,6.6,12.3,45671,42873,48651,,,,,,
18,7,IN,Benton County,670,511,830,7.5,5.7,9.2,252,185,320,10.4,7.6,13.2,155,107,203,8.6,5.9,11.2,39640,37126,42323,,,,,,
18,9,IN,Blackford County,1271,983,1559,9.3,7.2,11.4,459,342,576,13.9,10.4,17.5,289,204,374,11.8,8.4,15.3,36376,34165,38730,,,,,,
18,11,IN,Boone County,2914,2246,3582,5.8,4.5,7.1,942,694,1189,6.9,5.1,8.7,560,391,729,5.5,3.8,7.2,57515,53880,61396,,,,,,
18,13,IN,Brown County,1252,955,1550,8.2,6.3,10.2,380,279,481,11.4,8.4,14.4,241,168,314,9.5,6.6,12.4,45699,42762,48838,,,,,,
18,15,IN,Carroll County,1525,1169,1881,7.5,5.8,9.3,518,383,653,10.2,7.5,12.8,327,229,425,8.6,6,11.1,44709,41920,47683,,,,,,
18,17,IN,Cass County,3854,2978,4729,9.7,7.5,11.9,1452,1080,1824,14.3,10.7,18,869,613,1125,12.1,8.5,15.6,38861,36501,41372,,,,,,
18,19,IN,Clark County,9383,7280,11485,9.4,7.3,11.5,3329,2486,4173,13.7,10.2,17.1,1997,1416,2578,11.5,8.2,14.9,41578,39105,44207,,,,,,
